kaggle_row_idx,student_id,login_frequency,video_watch_time,discussion_posts,task_completion_rate,peer_interaction_count,avg_response_time,assignment_score,exam_score,attendance_rate,stress_level,anxiety_score,motivation_index,resilience_score,intervention_type,engagement_level,post_intervention_mood,risk_level,emotion,attendance_norm,assignment_norm,exam_norm,motivation_norm,stress_norm,discussion_norm
249,S0250,19,123.43923216331014,11,0.8234560448315607,49,21.489139410661572,90.09569764180632,43.51219600480301,0.8044995555259642,1,4,4,4,Mindfulness,3,3,medium,Scared,0.6092064204433405,0.7495293945341491,0.0586634195523954,0.75,0.0,1.0
250,S0251,26,89.15821870833133,2,0.8671810106896718,35,11.327868488509118,92.57445908232734,58.32480991256508,0.6441059842240531,3,5,5,1,Gamified_Task,2,3,medium,Normal,0.2881831058635347,0.8121541830152302,0.3062986573767852,1.0,0.5,1.0
251,S0252,3,148.23628021580683,10,0.5896792257245571,7,11.563984828900695,74.15331225966513,49.45966160781448,0.5801545197577844,4,3,5,3,CBT_Session,5,3,medium,Normal,0.16018601141296918,0.41470411654847694,0.15809232981936394,1.0,0.75,1.0
252,S0253,19,22.869232424638664,0,0.44291659141777,14,2.7702912091843994,70.80353352043431,50.44062688096745,0.772265646452254,1,3,3,1,Gamified_Task,3,2,medium,Bored,0.5446911393836735,0.20450431993311025,0.17449197205856437,0.5,0.0,0.0
253,S0254,20,257.1361246706323,12,0.3296395951406686,2,16.42759558518982,98.89268467508909,85.645558503217,0.7661551316899553,1,5,5,5,Mindfulness,4,2,medium,Scared,0.5324611124140166,0.042264103333610026,0.7630431669492089,1.0,0.0,1.0
254,S0255,32,20.27248684137807,14,0.7058083099680572,46,19.88896666857545,60.0282329794035,40.950284256692456,0.5379358206120237,5,4,3,4,Mindfulness,5,2,high,Normal,0.07568644807630442,0.5810292169693793,0.015833732032084935,0.5,1.0,1.0
255,S0256,7,105.4248959572626,4,0.6170377491873276,12,6.6270662559083995,60.76796414273042,73.46860754412606,0.8491077267472364,1,3,3,1,CBT_Session,4,3,medium,Surprised,0.6984884463160674,0.45388817790533387,0.5594705790516555,0.5,0.0,1.0
256,S0257,41,280.16095161250706,16,0.9641210766047976,40,10.689920277567388,64.59335885181999,62.767682835607886,0.8118860953254264,2,4,3,5,Gamified_Task,4,3,medium,Normal,0.6239903763740653,0.9509959409019472,0.380573994584131,0.5,0.25,1.0
257,S0258,33,223.2116698118013,5,0.3424234354004368,33,20.29330474560122,58.637865914054366,70.39299999451283,0.5945086413732485,2,3,1,5,Mindfulness,1,2,medium,Bored,0.18891539041160876,0.060573672627313724,0.5080529959197647,0.0,0.25,1.0
258,S0259,40,91.60337856748276,10,0.779776740412204,23,21.173770756232624,68.96827991020933,73.76981423287617,0.7347174310770219,3,4,1,5,Gamified_Task,5,3,medium,Happy,0.4695394206553445,0.68697000434184,0.5645061109616477,0.0,0.5,1.0
259,S0260,39,83.26823724865667,17,0.31747635548404,39,6.593139546077197,95.54171134948768,58.80206166743669,0.86016145823928,1,4,1,3,Mindfulness,3,2,medium,Normal,0.7206121853989238,0.024843385082785774,0.31427728643953345,0.0,0.0,1.0
260,S0261,18,11.47382054722753,3,0.4200039236973799,31,13.663124594451377,80.76739203142871,57.70653161105712,0.7647178702706383,5,2,1,2,Peer_Support,5,2,medium,Surprised,0.5295844732756665,0.17168780558332142,0.29596236594375513,0.0,1.0,1.0
261,S0262,40,211.75714492642751,2,0.6175052999459838,31,5.427342464624022,70.59732743061318,84.00411096009435,0.697744538091785,5,5,2,1,Peer_Support,5,2,high,Surprised,0.3955391938421158,0.4545578243370779,0.7356016731488181,0.25,1.0,1.0
262,S0263,1,24.147238685220195,12,0.6184107099620078,29,3.3432115752098004,96.72053972856074,92.27661928726944,0.6611692290404718,4,1,4,2,Peer_Support,4,4,medium,Bored,0.3223347203203428,0.45585459174739784,0.8739003272392188,0.75,0.75,1.0
263,S0264,11,164.454730626221,8,0.7799903800535507,48,21.955771532015024,52.42321162379112,51.55489794751168,0.8051969333220268,3,5,4,5,Mindfulness,4,3,medium,Bored,0.6106022028914098,0.6872759882823175,0.1931202021793752,0.75,0.5,1.0
264,S0265,28,289.01537205169444,5,0.9371491244074296,12,19.87167259733851,60.51380889509307,45.85712563210894,0.9695543491551204,5,4,3,2,CBT_Session,4,1,medium,Sad,0.939559043107876,0.9123655436418731,0.0978656298817332,0.5,1.0,1.0
265,S0266,25,41.74596941579163,11,0.7473225112404445,0,18.480802741473,78.29443025508795,93.86774838352156,0.8358724202387418,4,4,5,5,Peer_Support,4,2,medium,Sad,0.6719983449338931,0.6404876527307878,0.9005006041797544,1.0,0.75,1.0
266,S0267,23,269.3991799807396,1,0.9674745684960562,33,2.1216253327022296,80.77763115965897,60.99372781884392,0.5373729518181578,5,5,1,5,Mindfulness,3,1,high,Sad,0.07455988169079597,0.9557989571248661,0.35091725910168414,0.0,1.0,1.0
267,S0268,31,297.527847192064,2,0.9171309479145984,14,20.40576223233592,51.97787532813066,73.07904343976885,0.7303424867410668,4,4,4,4,Gamified_Task,2,4,medium,Happy,0.4607830900840473,0.8836946448992969,0.5529579000450292,0.75,0.75,1.0
268,S0269,30,27.839937609378165,2,0.7091498568715531,43,11.075013745823826,70.15193789535661,61.57258867120021,0.9454120657553138,2,3,4,4,Peer_Support,1,3,medium,Surprised,0.8912389279335429,0.5858151250638556,0.36059457505233883,0.75,0.25,1.0
269,S0270,42,266.0428180498638,11,0.883654365643179,13,8.875087835804772,82.45769824154364,47.54814018076308,0.5472312129005434,2,4,1,2,CBT_Session,4,2,medium,Sad,0.09429091968048908,0.8357480349323448,0.1261357780492376,0.0,0.25,1.0
270,S0271,35,159.66291592864883,14,0.7498043272265438,28,13.568956303583658,84.90352732017007,75.35989869686368,0.9944378560687716,5,5,2,1,CBT_Session,4,2,medium,Surprised,0.9893626967265956,0.6440422169969507,0.5910889238839557,0.25,1.0,1.0
271,S0272,7,272.8889786389282,8,0.3549904816466089,33,3.101124582641784,81.90699512581347,71.50845110617777,0.9745346968227108,3,5,2,2,CBT_Session,1,2,medium,Bored,0.9495270717703228,0.07857274015208571,0.526700953872269,0.25,0.5,1.0
272,S0273,16,175.6824931566765,7,0.8183953062816569,17,18.402870635105177,66.02816121804622,52.17961355147183,0.5391372403649379,1,5,4,1,Gamified_Task,4,1,medium,Happy,0.07809105661610793,0.7422811857585444,0.20356411154760723,0.75,0.0,1.0
273,S0274,26,202.01248293090373,10,0.3664359088871423,6,14.396006768430803,54.676006179895474,67.11214267913667,0.9667066602247776,3,2,2,2,Gamified_Task,2,4,medium,Bored,0.9338594721594238,0.0949653763942715,0.45320407549152575,0.25,0.5,1.0
274,S0275,48,167.69588331924578,15,0.7158579463987986,28,5.2915722280828525,71.3556223209667,87.81685024093875,0.6815662951297311,3,2,1,3,CBT_Session,5,3,medium,Surprised,0.3631588862175663,0.5954227412051495,0.7993425229713828,0.0,0.5,1.0
275,S0276,49,260.70293528913106,3,0.7918481441007601,30,5.329340594688048,56.437721868402775,75.42556618647347,0.9223545835379312,1,2,4,3,CBT_Session,1,4,low,Scared,0.8450900124426832,0.7042591911446087,0.5921867439249094,0.75,0.0,1.0
276,S0277,2,222.8338764965735,0,0.3465693257475986,24,5.237718986171507,97.38118292603336,45.81503962401969,0.7091916688566358,2,2,1,1,CBT_Session,3,2,low,Scared,0.4184503107324786,0.06651159621310421,0.09716204179882237,0.0,0.25,0.0
277,S0278,1,161.16549053232032,6,0.4615562577485722,37,2.311054913694482,73.75854330113141,72.8812898337481,0.7204275563512579,2,2,2,4,Gamified_Task,1,4,low,Sad,0.4409386300366227,0.23120085676088864,0.5496518825141249,0.25,0.25,1.0
278,S0279,48,261.76663317494865,1,0.9409705625831548,13,14.519364335548753,65.86295871784338,82.16429795737521,0.8171215454887713,1,2,1,1,Gamified_Task,2,1,low,Scared,0.6344689856544254,0.9178387727857199,0.7048439329337696,0.0,0.0,1.0
279,S0280,12,81.13280435404702,4,0.7314201445630274,7,20.32800808453569,88.315203555945,87.56220434684508,0.8872387096379917,4,2,2,2,Mindfulness,3,5,medium,Bored,0.7748065581731494,0.6177115949345734,0.7950853880094132,0.25,0.75,1.0
280,S0281,5,55.628791313732535,6,0.4724002131673721,26,1.402458921709938,74.89742962911319,77.747054718056,0.5168945754741243,3,5,2,5,Peer_Support,5,5,medium,Scared,0.03357297555850525,0.24673203902880203,0.6309970692466128,0.25,0.5,1.0
281,S0282,37,56.51603054572091,3,0.7834758398036046,1,2.1271068343392914,65.5017012006225,49.159489872447026,0.7965779977635672,5,1,1,3,Gamified_Task,4,3,medium,Normal,0.5933516407980057,0.6922680145840593,0.15307410011738487,0.0,1.0,1.0
282,S0283,32,106.86257483611898,4,0.7177434939731827,16,14.173716363799754,90.59838711954008,82.61039599540965,0.5933664970486855,2,2,2,5,CBT_Session,1,3,low,Happy,0.1866294200087828,0.5981233040460673,0.7123017384520626,0.25,0.25,1.0
283,S0284,9,79.22010907729508,0,0.6511029899425638,36,19.848400763879205,93.3576075500561,80.64051076489099,0.6729747589316015,5,5,3,3,Peer_Support,3,4,high,Surprised,0.3459631631890894,0.5026778900294436,0.679369468659314,0.5,1.0,0.0
284,S0285,41,279.7262016478242,0,0.9833308824916585,13,8.514994483078572,83.65040831443385,41.465612976437995,0.6739843330776083,1,1,1,2,Gamified_Task,1,3,low,Sad,0.34798379803146173,0.9785090562770647,0.024448926545799554,0.0,0.0,0.0
285,S0286,35,40.69188721028936,14,0.7784176441852562,24,9.04113117257761,52.34822112038336,64.7048600554146,0.7345301701105769,5,2,3,3,Peer_Support,5,1,medium,Bored,0.469164622989505,0.685023447905084,0.4129594563616398,0.5,1.0,1.0
286,S0287,19,212.7073140314804,19,0.5628087767675388,29,14.715969442425846,78.3161440083266,59.9770148177424,0.6670682059380867,5,1,1,1,Mindfulness,1,2,medium,Happy,0.3341413600810941,0.3762190966222052,0.3339199912734184,0.0,1.0,1.0
287,S0288,48,64.87424653765171,18,0.8600514024538075,28,7.306896449855381,88.16474559986409,80.1647238552186,0.5536805592253339,3,1,2,5,Gamified_Task,3,2,medium,Sad,0.10719910868863947,0.8019428495364839,0.6714153286767203,0.25,0.5,1.0
288,S0289,16,265.67476850340154,9,0.9192083050448314,19,1.611992419786735,56.82515060417911,52.968148738655245,0.5728143692627257,1,3,2,5,CBT_Session,2,4,medium,Bored,0.14549490239711638,0.8866699256874552,0.21674673413042767,0.25,0.0,1.0
289,S0290,3,288.78143357362313,17,0.3876543916617819,20,17.91025591633671,61.43353756923017,75.45231537845551,0.5167189927805489,5,4,4,2,CBT_Session,3,2,high,Scared,0.03322155163411167,0.1253554057418822,0.5926339332298712,0.75,1.0,1.0
290,S0291,20,144.98630254329524,2,0.4403870844916865,21,15.389947997653422,94.12475525340682,94.79235770885036,0.7351245426643771,2,3,4,5,Mindfulness,1,4,medium,Surprised,0.47035424328268394,0.2008814506386789,0.9159580954502496,0.75,0.25,1.0
291,S0292,24,264.9307292661582,10,0.4513589063894457,34,14.35738797828016,51.0060860926537,87.86814233251647,0.9772238474264944,1,1,3,2,Mindfulness,5,3,low,Normal,0.954909332625441,0.2165957688117096,0.8002000170892644,0.5,0.0,1.0
292,S0293,33,11.492099518867285,14,0.7838482665705782,36,18.058734966811933,87.6363568912988,95.28746417299185,0.5578376118240582,2,5,2,4,Mindfulness,4,3,medium,Normal,0.11551933495015909,0.6928014203180305,0.9242352170818221,0.25,0.25,1.0
293,S0294,24,247.78460604834905,10,0.7221276885372983,15,16.530309263926863,73.68866462572115,98.7103580159614,0.9731322465015412,4,2,4,1,Mindfulness,4,1,medium,Scared,0.9467201060859693,0.6044025372449816,0.9814586846027863,0.75,0.75,1.0
294,S0295,11,76.30129684222781,16,0.7332940952890117,49,5.7352857281013865,72.33860794198034,40.640207620369765,0.8666807573660468,5,4,2,3,Mindfulness,5,2,medium,Surprised,0.7336603830132316,0.6203955482673115,0.010649913561037172,0.25,1.0,1.0
295,S0296,49,273.5233796881167,16,0.9585413097826508,48,9.107064079697077,50.35482662474436,77.36447658264865,0.8187494014670815,1,2,1,3,Gamified_Task,1,1,low,Happy,0.6377270945522695,0.9430043573717367,0.6246011807060786,0.0,0.0,1.0
296,S0297,8,10.324832329231752,5,0.8431380729651141,42,3.900533258608375,90.96991154832465,64.77036386553439,0.8226388776617815,2,5,4,3,Gamified_Task,5,5,medium,Surprised,0.6455117740120935,0.7777188470483544,0.41405454003143827,0.75,0.25,1.0
297,S0298,36,171.29270316152952,4,0.3895558471582482,16,3.986711308611264,67.99124503182833,91.5912694201073,0.913363824198141,5,4,3,4,Peer_Support,1,1,medium,Scared,0.8270952552936202,0.12807875259728752,0.8624427426154356,0.5,1.0,1.0
298,S0299,38,229.42438309763105,7,0.5432549576976267,15,16.5525021662004,77.03828156502715,55.108882120547904,0.5534599321899107,3,3,4,1,Mindfulness,3,4,medium,Bored,0.10675752975487951,0.34821327067772545,0.25253521977142623,0.75,0.5,1.0
299,S0300,40,85.01961590239331,1,0.6047755523230149,1,20.74780246059746,83.86503431678298,98.86176934690457,0.7523771617827708,2,1,2,5,CBT_Session,2,4,low,Happy,0.5048848851881784,0.4363257288588812,0.9839899583658708,0.25,0.25,1.0
300,S0301,20,66.00853073031499,15,0.5771731121233235,3,23.1428494288062,85.1314788218958,76.82247817262484,0.8485455691303793,2,5,5,5,CBT_Session,1,1,medium,Normal,0.6973633033317512,0.39679231939489845,0.6155401259859287,1.0,0.25,1.0
301,S0302,35,34.38848509571555,19,0.7685160264133154,20,15.451983703637222,97.7990029413036,87.61224413372986,0.7934102225367818,4,1,5,1,Mindfulness,4,3,medium,Scared,0.5870114259446795,0.670841922398569,0.7959219462700319,1.0,0.75,1.0
302,S0303,48,104.66573718595497,11,0.9243251722795938,38,5.2343304373020105,76.56699766183046,45.135973169366096,0.9163895355116474,3,1,2,1,Mindfulness,4,5,medium,Bored,0.8331511331379704,0.8939985243947156,0.08580950239937246,0.25,0.5,1.0
303,S0304,25,172.35485056956054,5,0.5142360244659516,33,3.4299579453254063,69.98597754872138,51.0074730855319,0.5361358545056758,4,2,1,3,Mindfulness,2,1,medium,Scared,0.07208386549833157,0.30665109858872996,0.183968428783303,0.0,0.75,1.0
304,S0305,35,43.59471846627472,0,0.6863139954948299,29,19.69557234534543,97.6851813245854,85.50422038205218,0.845350519749583,3,5,4,5,Mindfulness,1,3,medium,Sad,0.6909685000104964,0.5531086160835794,0.7606802957189015,0.75,0.5,0.0
305,S0306,25,119.24165497617165,3,0.85258659533951,5,14.311398956279984,82.10551175127605,41.319191322359416,0.7670138651923588,2,1,5,1,Mindfulness,2,1,low,Sad,0.5341798438634424,0.7912514297169247,0.022001069512856297,1.0,0.25,1.0
306,S0307,29,12.63099734929024,16,0.5913526411917445,16,15.220555483315556,64.90751781382778,89.01267915362698,0.6895804319899717,4,3,1,5,CBT_Session,3,2,medium,Sad,0.37919896037694745,0.4171008546045717,0.8193342259236654,0.0,0.75,1.0
307,S0308,18,247.41703194495412,12,0.4176826898795071,38,18.97362804135831,56.32321227017856,40.83694112151469,0.6701374911170155,5,4,2,1,Peer_Support,2,4,high,Normal,0.34028444981675254,0.1683632340483513,0.01393887711921915,0.25,1.0,1.0
308,S0309,46,47.25012824702549,17,0.6324656756846238,24,17.175376237846386,92.12772507325906,79.4271303436764,0.8104163163870964,3,5,1,2,Mindfulness,3,2,medium,Surprised,0.6210486543171747,0.4759847219422142,0.6590843420064495,0.0,0.5,1.0
309,S0310,18,92.16945499701866,4,0.3386557645201199,4,20.192539815690225,68.10908013970757,61.905635213908354,0.9454976873221324,2,2,2,3,Mindfulness,4,2,low,Happy,0.8914102971409028,0.05517745133095325,0.3661624012526089,0.25,0.25,1.0
310,S0311,2,15.344038434083066,2,0.9596684178015936,4,2.292919825577205,83.02348606822156,76.68969116315195,0.7480879630505577,1,5,4,1,Mindfulness,3,5,medium,Normal,0.4963001720807263,0.9446186502567367,0.6133202110623662,0.75,0.0,1.0
311,S0312,35,135.34982732882855,10,0.3523748436364811,19,18.19297464516961,73.54082096829491,81.76188441934681,0.91236158203846,3,2,1,4,Gamified_Task,1,3,medium,Bored,0.8250892952199038,0.07482651019140651,0.698116438865947,0.0,0.5,1.0
312,S0313,16,253.63523579495345,12,0.6069197006754047,15,20.569613418408196,59.94648898975191,60.548513151178255,0.7010781909219838,3,4,4,1,CBT_Session,1,4,medium,Bored,0.4022114081492236,0.43939667092607915,0.34347422164746944,0.75,0.5,1.0
313,S0314,41,123.723851319107,3,0.6709168827619683,40,7.58110597654123,80.08433043102326,46.47774688665013,0.5511972313965883,5,3,1,2,CBT_Session,1,2,medium,Sad,0.10222879644793492,0.5310562048537156,0.10824109048066521,0.0,1.0,1.0
314,S0315,36,62.054223792911685,13,0.9897126826010998,36,15.730287301844816,53.03415344753411,44.17875206489594,0.5307528682293192,3,1,2,4,Peer_Support,1,4,medium,Happy,0.0613099667519732,0.9876493465926527,0.06980681189977211,0.25,0.5,1.0
315,S0316,33,228.57266187465055,10,0.4162152765500025,39,8.225727468250358,70.66712299355962,75.33616135375287,0.5256671856618388,3,5,2,4,Gamified_Task,5,3,medium,Sad,0.05113111318906949,0.16626154116944203,0.5906920862533275,0.25,0.5,1.0
316,S0317,4,238.75402474251584,9,0.3801020630286509,8,23.033334529096443,77.33074698318356,71.23932122404669,0.690075070978835,5,2,1,1,Gamified_Task,3,1,medium,Bored,0.38018896668727775,0.11453863381519336,0.5222016775944841,0.0,1.0,1.0
317,S0318,33,60.38850783919437,18,0.3060943029437805,4,1.7687421660165863,71.80234870592895,84.53206054726795,0.668618875417921,5,4,2,2,Gamified_Task,1,2,high,Bored,0.337244982328504,0.00854151682913501,0.7444278615847774,0.25,1.0,1.0
318,S0319,14,233.54769147688705,17,0.4089000058085116,41,14.335235408157963,87.43360876254954,70.58413060023622,0.8589685118112848,4,1,3,4,Peer_Support,2,3,medium,Surprised,0.7182245359855299,0.15578429381482284,0.5112482910444845,0.5,0.75,1.0
319,S0320,21,284.716387594338,5,0.4450910853473673,1,4.829581582138847,91.39624772726565,65.34674740185275,0.8714107507924329,2,4,3,3,Peer_Support,2,4,medium,Surprised,0.7431273345584466,0.20761872424931538,0.42369044055399663,0.5,0.25,1.0
320,S0321,48,58.249500210358974,14,0.7414066591081645,8,17.38106471907465,88.5621537016589,63.885230694173856,0.52542698441687,2,3,4,3,Peer_Support,5,3,medium,Surprised,0.05065035701411702,0.6320147132739199,0.39925700566235134,0.75,0.25,1.0
321,S0322,20,233.5854448343193,9,0.4537947532739802,42,5.045476518629228,51.94064739059011,41.58681415586005,0.6105616314445075,4,1,3,5,Gamified_Task,3,1,medium,Sad,0.22104500782558834,0.2200844941411081,0.02647515115933985,0.5,0.75,1.0
322,S0323,8,215.48588133476252,4,0.3143645703105276,35,6.413815023662224,59.70643852229861,60.13343210179943,0.6371309250794499,2,1,3,5,CBT_Session,3,3,low,Scared,0.2742227171284033,0.020386551681882636,0.3365349538707362,0.5,0.25,1.0
323,S0324,7,147.33642764617568,4,0.878632841851742,21,12.370528654052436,76.83037546318872,98.56120945146964,0.7738059920714047,3,1,5,2,Gamified_Task,3,4,medium,Happy,0.5477740987083177,0.8285559912309973,0.9789652394573801,1.0,0.5,1.0
324,S0325,3,26.796933562051503,9,0.5559169907027768,21,22.041203849928195,96.74110202219006,92.41333457362532,0.5722576119534751,4,2,5,4,Peer_Support,5,2,medium,Surprised,0.14438056797971188,0.3663483823496514,0.876185914554313,1.0,0.75,1.0
325,S0326,17,31.661381149777664,4,0.5475876806065137,21,5.869430559403329,91.74783875260584,59.762684022053065,0.5669706097000002,4,1,5,3,Gamified_Task,3,2,medium,Normal,0.1337987786110677,0.3544187839443722,0.33033683857031537,1.0,0.75,1.0
326,S0327,33,257.2002511676078,2,0.5117353204175485,33,4.317520485716381,92.12672541759008,75.26772430398233,0.971894444603979,2,4,5,3,Mindfulness,3,5,medium,Surprised,0.944242679685876,0.30306948202227635,0.5895479650873093,1.0,0.25,1.0
327,S0328,48,297.14302809768765,5,0.9827612940024946,28,18.456467132642704,65.16040968798374,90.83780473212964,0.9021014536488904,1,2,2,2,Gamified_Task,1,4,low,Sad,0.804553930885169,0.977693266991582,0.8498464238048947,0.25,0.0,1.0
328,S0329,12,206.0551545841588,3,0.419080792116497,37,12.514249243680412,71.47239485393513,66.47646020500412,0.5903274510455851,2,1,4,4,Gamified_Task,3,5,low,Happy,0.18054685315054253,0.17036565658083636,0.4425768234992139,0.75,0.25,1.0
329,S0330,22,139.32790903299323,17,0.9287666447672644,45,21.97105758478074,73.53529736579688,41.077471825009056,0.7032839039527454,1,4,4,2,CBT_Session,1,5,medium,Surprised,0.4066260820192513,0.9003597935146851,0.017960036270115665,0.75,0.0,1.0
330,S0331,22,197.7963565865532,8,0.8437623324979215,32,4.3721348146763725,57.86857916749552,44.4706277091184,0.6778109996287828,4,4,3,1,CBT_Session,1,1,high,Happy,0.35564276571999454,0.7786129385686594,0.07468634869336266,0.5,0.75,1.0
331,S0332,46,182.37479917627817,16,0.3535359688495191,17,15.856341539529904,51.553406512222814,70.6235632809224,0.8955020370327036,1,5,4,3,CBT_Session,3,4,medium,Normal,0.7913453803227932,0.07648952397402486,0.5119075211655543,0.75,0.0,1.0
332,S0333,30,121.24755551763032,12,0.990710371050594,6,6.356220361491746,97.34514497302584,98.1663625405527,0.755106458239061,3,4,3,2,Mindfulness,2,2,medium,Bored,0.5103474968611859,0.9890782791691203,0.9723642432187686,0.5,0.5,1.0
333,S0334,38,29.031581926463755,14,0.4899561744773073,0,4.6054898589877045,62.03562928317534,81.59257253313206,0.5639248684967335,5,3,4,2,CBT_Session,4,4,medium,Happy,0.1277028114941281,0.27187644662386923,0.6952859060869,0.75,1.0,1.0
334,S0335,38,248.23875474815787,19,0.3690080489156886,32,16.718876548617224,61.997445186181565,44.254971486314176,0.8694960315781219,1,1,1,1,Mindfulness,2,1,low,Scared,0.7392950767960034,0.09864930666317429,0.07108103768242424,0.0,0.0,1.0
335,S0336,45,117.83172347923012,16,0.8805199638880317,0,14.654746257900864,54.168952688437976,51.36165254751177,0.6984439891124594,5,1,1,5,Peer_Support,3,4,medium,Surprised,0.3969391257921342,0.8312588090843979,0.18988955221540293,0.0,1.0,1.0
336,S0337,8,247.44783657355717,12,0.7946728735743899,23,18.361031542333617,96.42538759718892,86.27938859301099,0.6314621238160736,3,1,4,3,CBT_Session,3,4,medium,Sad,0.26287676755890477,0.708304890948615,0.7736394510354457,0.75,0.5,1.0
337,S0338,27,83.22753740963084,15,0.7320531641145305,3,8.117639258262194,78.9868557469886,90.48638559737468,0.6877493110103601,5,4,2,2,Gamified_Task,2,5,high,Scared,0.3755340221783643,0.6186182329327804,0.8439714471429104,0.25,1.0,1.0
338,S0339,27,10.298549155233683,3,0.4091866045892532,3,11.30334809679037,83.3518428562677,77.06167517131544,0.7488782818034482,3,4,3,3,Gamified_Task,3,4,medium,Scared,0.49788197329363104,0.15619477299235085,0.619538988443728,0.5,0.5,1.0
339,S0340,34,56.09210215025939,4,0.6349472813791732,17,10.325848555599626,95.57884436315264,78.66539017778899,0.6715577582085047,5,1,4,5,Mindfulness,1,5,medium,Sad,0.3431270752761002,0.47953898501971814,0.646349674896746,0.75,1.0,1.0
340,S0341,21,145.87643086288946,4,0.8463892188210496,26,23.634057671229822,67.28100844503948,41.70024702300308,0.6209528862958789,5,2,3,2,CBT_Session,5,5,medium,Sad,0.2418428181614629,0.782375278850035,0.028371506198834107,0.5,1.0,1.0
341,S0342,30,283.84805413777065,8,0.5125367567006882,42,7.721726005005921,81.0753655569042,89.71181557489051,0.6992510144019901,2,2,5,1,Gamified_Task,3,3,low,Sad,0.3985543646779073,0.3042173337524653,0.8310222922588423,1.0,0.25,1.0
342,S0343,33,39.636149711178504,16,0.518182879960529,31,7.780796481975639,51.939972736444375,87.29651249024977,0.5095864553749492,1,3,4,3,Peer_Support,3,1,medium,Scared,0.018945974497668105,0.31230395584459103,0.7906435881687041,0.75,0.0,1.0
343,S0344,28,257.72083459385414,12,0.3021986342336855,32,9.15460880305797,59.33862641155647,55.54210864620083,0.886248923048157,5,5,2,1,CBT_Session,2,5,medium,Happy,0.7728255275793652,0.0029619715013298187,0.2597778411196867,0.25,1.0,1.0
344,S0345,47,162.83698790144,1,0.4219703811517656,27,13.985663869677396,91.56229025449711,82.52060319793043,0.5854724467837928,4,3,5,5,Peer_Support,1,4,medium,Sad,0.17082969586195085,0.17450425105608802,0.7108005948391157,1.0,0.75,1.0
345,S0346,33,249.51702208197003,12,0.912783937585284,41,6.80342311806614,88.33841781691679,52.891276385499886,0.5219523068153187,2,1,4,5,Gamified_Task,2,5,low,Bored,0.04369588551197312,0.8774686685707668,0.2154615927249819,0.75,0.25,1.0
346,S0347,5,96.52858498709786,18,0.609222544146395,40,22.0516686287233,67.53213457285734,42.41980966309078,0.8268493464525396,1,1,1,3,CBT_Session,2,5,low,Scared,0.6539389113105065,0.44269490301032566,0.04040105524515669,0.0,0.0,1.0
347,S0348,48,253.58467775501688,2,0.9889641494641036,35,7.11076799192406,68.84053138871062,52.06819255542264,0.8869680644118361,2,1,4,5,Mindfulness,3,5,low,Scared,0.7742648692084955,0.9865772650379733,0.20170139069178228,0.75,0.25,1.0
348,S0349,19,234.1186062048733,9,0.5769955745016548,5,21.603761825884476,76.67772167767897,50.71773260525797,0.9069145657964216,1,5,1,4,Gamified_Task,1,2,medium,Scared,0.8141872422610745,0.39653804232946843,0.1791245873663342,0.0,0.0,1.0
349,S0350,4,76.71556807911584,1,0.8006305183461688,15,3.3799264638714472,50.012050234256726,60.26487980409084,0.7467545913303,3,4,1,3,Peer_Support,3,2,medium,Normal,0.4936314653131815,0.716837687632523,0.33873247844142307,0.0,0.5,1.0
350,S0351,35,48.08718665871964,12,0.4973433300333104,33,16.100942155192,62.06221680190139,65.10696983052749,0.6026840923449927,5,5,4,4,CBT_Session,3,2,high,Happy,0.20527833032142495,0.28245665052094593,0.419681872162906,0.75,1.0,1.0
351,S0352,49,261.7357535343649,18,0.5546667487986534,22,21.86066692407961,60.411590430410726,70.51233348986247,0.8686138386249134,4,3,4,5,Peer_Support,3,2,medium,Happy,0.7375293919020316,0.3645577317851665,0.5100479968483879,0.75,0.75,1.0
352,S0353,17,289.33862949763824,16,0.4335081913136262,49,4.881237083159279,62.52414733748817,68.60523253049969,0.8498565385771686,2,4,1,3,Peer_Support,3,3,medium,Sad,0.6999871725660671,0.19102920211645236,0.47816534584784776,0.0,0.25,1.0
353,S0354,44,19.077670986779708,13,0.5429436579495764,41,23.271520082282866,90.29529212667208,56.24047635791736,0.6231353670515867,2,4,3,4,Mindfulness,5,5,medium,Scared,0.24621099327295282,0.34776741370578124,0.2714530562746009,0.5,0.25,1.0
354,S0355,28,222.0683194223688,11,0.6830662642944502,23,11.416317289556767,63.98369282732216,41.750240114444466,0.9517038779313964,2,3,5,5,Mindfulness,4,3,medium,Scared,0.9038318166826669,0.5484570748993692,0.029207283811465756,1.0,0.25,1.0
355,S0356,30,273.7621081748673,11,0.9942410166854744,48,22.75144749414356,59.57606610250741,76.30609733422904,0.5521857290414145,2,4,2,2,Gamified_Task,1,4,medium,Sad,0.10420724725379138,0.994135022650717,0.6069073422976227,0.25,0.25,1.0
356,S0357,29,258.63442670682457,10,0.7649411991502499,12,16.56686100349108,75.21317303965158,63.744689790841264,0.9913441197956628,5,2,4,2,Mindfulness,5,1,medium,Happy,0.9831706687994932,0.6657219000769427,0.3969074622098899,0.75,1.0,1.0
357,S0358,46,289.7109369583605,6,0.4394721680858198,17,7.936498007091686,93.2822518186366,57.92032944325298,0.9301239054887322,1,3,5,1,Mindfulness,4,3,medium,Sad,0.8606400963047667,0.19957106776539768,0.2995366086366277,1.0,0.0,1.0
