kaggle_idx,zenodo_idx,bridge_distance,kaggle_cluster_id,zenodo_cluster_id
997,4598,0.356395,0,0
998,13063,0.075499,4,0
999,11289,0.256138,4,0
1000,5762,0.262395,0,2
1001,12434,0.250523,0,2
1002,9805,0.251222,0,2
1003,3699,0.356691,2,0
1004,1265,0.260344,1,2
1005,13744,0.354749,4,0
1006,11966,0.264625,4,0
1007,12322,0.14169,2,0
1008,905,0.095034,2,0
1009,13661,0.259527,4,0
1010,11825,0.365658,3,1
1011,13798,0.261027,2,0
1012,169,0.355873,4,0
1013,12583,0.263848,1,2
1014,12853,0.095788,4,0
1015,10744,0.112217,1,2
1016,6206,0.356085,3,1
1017,2829,0.061621,2,0
1018,6745,0.259371,1,2
1019,3227,0.358275,2,0
1020,11825,0.08568,3,1
1021,11506,0.065057,1,2
1022,12978,0.253902,1,2
1023,13152,0.258936,2,0
1024,6097,0.257187,1,2
1025,6109,0.072588,1,2
1026,2141,0.258367,0,2
1027,11503,0.251292,4,0
1028,12404,0.265286,2,0
1029,1025,0.259853,1,2
1030,4077,0.08486,1,2
1031,7061,0.253557,0,2
1032,11319,0.259626,4,0
1033,8563,0.25932,2,0
1034,10887,0.04096,2,0
1035,11483,0.261264,4,0
1036,2024,0.253681,1,2
1037,2522,0.064013,0,2
1038,10682,0.359928,2,0
1039,11930,0.257205,1,2
1040,780,0.045202,2,0
1041,4189,0.264,4,0
1042,3312,0.35898,0,2
1043,10038,0.254192,4,0
1044,7733,0.353776,2,0
1045,13047,0.35935,0,2
1046,8677,0.252195,4,0
1047,6376,0.268078,2,0
1048,11080,0.051212,4,0
1049,2286,0.040357,1,2
1050,11798,0.109674,0,0
1051,9745,0.259592,3,1
1052,11225,0.072626,2,0
1053,6709,0.070473,1,0
1054,13591,0.253143,4,0
1055,4922,0.355105,1,2
1056,13458,0.05801,1,2
1057,12395,0.080228,1,0
1058,9925,0.259704,1,2
1059,12866,0.360986,3,1
1060,13586,0.260694,2,0
1061,4905,0.06384,0,0
1062,11616,0.353968,1,2
1063,2121,0.358088,3,1
1064,11800,0.114037,0,2
1065,10822,0.02324,4,0
1066,3764,0.258107,0,2
1067,12508,0.251751,1,2
1068,10465,0.277245,4,0
1069,11124,0.356939,0,0
1070,13841,0.085846,0,2
1071,3990,0.255822,0,2
1072,760,0.25096,0,0
1073,122,0.360484,3,1
1074,10152,0.251163,0,0
1075,5057,0.070954,4,0
1076,5907,0.256786,0,2
1077,3221,0.262275,4,0
1078,10018,0.263261,2,0
1079,11831,0.253314,4,0
1080,7046,0.081248,2,0
1081,12262,0.253462,2,0
1082,5900,0.254442,1,0
1083,2411,0.251491,1,2
1084,8859,0.076978,0,0
1085,13157,0.087394,2,0
1086,9050,0.25564,1,2
1087,6757,0.354766,4,0
1088,943,0.028165,1,0
1089,10016,0.250229,4,0
1090,9616,0.255805,4,0
1091,6237,0.061881,0,2
1092,8305,0.071663,4,0
1093,1991,0.065238,4,0
1094,12758,0.251607,1,2
1095,12235,0.258227,2,0
1096,11272,0.259054,0,2
1097,9260,0.254251,2,0
1098,4157,0.085027,4,0
1099,4381,0.030827,1,2
1100,5980,0.260873,1,2
1101,13336,0.357083,1,2
1102,10951,0.255147,0,2
1103,11727,0.252363,1,0
1104,9735,0.358408,0,2
1105,11747,0.356352,4,0
1106,4551,0.128332,1,2
1107,3445,0.064202,4,0
1108,6377,0.255509,1,0
1109,3474,0.255409,0,2
1110,10441,0.259249,2,0
1111,1257,0.118741,2,0
1112,2484,0.252778,0,0
1113,13435,0.357513,2,0
1114,81,0.264441,2,0
1115,9868,0.255232,1,2
1116,10860,0.270725,0,2
1117,13661,0.261666,4,0
1118,12646,0.10091,2,0
1119,692,0.256292,2,0
1120,6024,0.357382,1,2
1121,1585,0.262971,0,0
1122,6841,0.255064,0,2
1123,8540,0.065415,1,2
1124,10484,0.274549,4,0
1125,4633,0.358378,0,2
1126,2523,0.063407,3,1
1127,2561,0.364674,2,0
1128,8344,0.356464,1,0
1129,3700,0.125019,0,2
1130,2135,0.032847,4,0
1131,12502,0.259626,0,2
1132,9052,0.065225,0,2
1133,125,0.357618,3,1
1134,11295,0.112781,4,0
1135,4531,0.358232,0,2
1136,7979,0.255578,1,2
1137,12498,0.074304,0,2
1138,3628,0.260604,4,0
1139,10185,0.355142,0,2
1140,13039,0.258954,0,0
1141,2323,0.253793,2,0
1142,2916,0.358056,3,1
1143,3437,0.263064,0,0
1144,301,0.372719,4,0
1145,921,0.253272,1,2
1146,7736,0.356491,1,0
1147,13726,0.039578,1,2
1148,9633,0.356224,2,0
1149,4481,0.25788,1,2
1150,9804,0.085791,1,2
1151,3526,0.114943,3,1
1152,12964,0.254782,4,0
1153,13256,0.049749,0,2
1154,9569,0.250529,2,0
1155,4911,0.256038,4,0
1156,12853,0.261164,2,0
1157,13595,0.269257,1,0
1158,7854,0.073411,1,2
1159,10772,0.258259,0,0
1160,4890,0.080321,4,0
1161,12736,0.260735,4,0
1162,8048,0.251638,0,2
1163,487,0.103608,2,0
1164,9562,0.038565,4,0
1165,7204,0.252789,4,0
1166,11381,0.253479,0,0
1167,4420,0.258472,0,2
1168,6390,0.25292,1,2
1169,6836,0.264088,4,0
1170,7616,0.082108,4,0
1171,1971,0.253795,4,0
1172,2390,0.125007,4,0
1173,11682,0.133157,0,0
1174,2702,0.073733,0,0
1175,12908,0.26268,2,0
1176,12783,0.355873,4,0
1177,3245,0.098774,2,0
1178,10785,0.070459,1,2
1179,11622,0.258359,1,2
1180,13734,0.259386,0,2
1181,8101,0.101925,0,0
1182,9942,0.251166,1,0
1183,39,0.258654,1,2
1184,1838,0.043386,0,2
1185,13111,0.253555,3,1
1186,13248,0.358791,2,0
1187,13539,0.257666,0,0
1188,2331,0.256249,0,2
1189,8735,0.257749,4,0
1190,10998,0.353973,2,0
1191,12548,0.171891,4,0
1192,7026,0.259567,2,0
1193,961,0.359162,2,0
1194,4199,0.252334,0,0
1195,4001,0.120678,3,1
1196,10675,0.073223,4,0
1197,7549,0.250632,1,0
1198,13530,0.356678,4,0
1199,13345,0.356658,0,2
1200,6293,0.250355,1,2
1201,3624,0.35998,4,0
1202,4181,0.25312,0,2
1203,9869,0.089013,4,0
1204,7892,0.25529,4,0
1205,6068,0.256196,0,0
1206,11116,0.357544,0,2
1207,12171,0.36629,2,0
1208,12959,0.258109,0,0
1209,10074,0.355525,4,0
1210,4159,0.116155,3,1
1211,8425,0.357271,1,2
1212,2246,0.263491,2,0
1213,10978,0.257426,2,0
1214,9399,0.257577,1,0
1215,780,0.0756,2,0
1216,7529,0.259627,0,2
1217,2067,0.252377,4,0
1218,7164,0.254273,2,0
1219,1757,0.255722,1,2
1220,13637,0.263427,0,0
1221,8377,0.359385,0,2
1222,13676,0.357417,3,1
1223,839,0.258463,2,0
1224,5513,0.044175,2,0
1225,13746,0.260912,1,2
1226,10911,0.250452,1,0
1227,13936,0.262385,2,0
1228,10691,0.101371,0,2
1229,3600,0.363544,4,0
1230,1268,0.057509,1,2
1231,2260,0.255871,0,2
1232,13881,0.087044,1,2
1233,2602,0.255024,2,0
1234,11548,0.16236,2,0
1235,5531,0.257369,0,0
1236,4478,0.040118,0,2
1237,11128,0.365663,4,0
1238,5342,0.255521,0,0
1239,2701,0.04703,0,0
1240,12645,0.086098,1,2
1241,3602,0.256047,2,0
1242,8987,0.258608,0,0
1243,7168,0.253193,4,0
1244,12609,0.361917,3,1
1245,3588,0.254916,1,2
1246,3269,0.255425,4,0
1247,3443,0.258981,2,0
1248,4680,0.256175,1,0
1249,13779,0.35942,3,1
1250,7823,0.106912,4,0
1251,9568,0.072082,2,0
1252,2663,0.263744,2,0
1253,10936,0.082173,2,0
1254,4666,0.028665,1,2
1255,12169,0.250923,2,0
1256,8536,0.266025,1,2
1257,10072,0.257446,4,0
1258,7496,0.353833,0,2
1259,12291,0.355279,4,0
1260,2730,0.35445,4,0
1261,12659,0.252212,0,2
1262,12398,0.071984,2,0
1263,1130,0.252792,4,0
1264,10942,0.260155,0,2
1265,4224,0.262421,1,2
1266,7970,0.354209,3,1
1267,9549,0.054552,0,0
1268,6725,0.049571,1,2
1269,12794,0.257348,1,2
1270,4400,0.045514,0,2
1271,4939,0.251799,4,0
1272,8541,0.113323,0,2
1273,6846,0.251434,0,2
1274,13411,0.354131,1,0
1275,8090,0.259549,1,0
1276,12623,0.275383,2,0
1277,12172,0.355499,4,0
1278,3003,0.049009,4,0
1279,12683,0.09888,1,2
1280,7497,0.264227,2,0
1281,3254,0.099417,3,1
1282,9094,0.259447,1,0
1283,7823,0.358942,4,0
1284,13716,0.043121,4,0
1285,8520,0.083063,1,2
1286,4376,0.26034,0,0
1287,12959,0.064949,0,0
1288,9500,0.269396,2,0
1289,7000,0.046738,0,2
1290,5331,0.050473,2,0
1291,2192,0.259396,2,0
1292,12920,0.04819,1,2
1293,8101,0.035611,0,0
1294,12850,0.25341,0,0
1295,8462,0.357503,4,0
1296,7747,0.062054,1,2
1297,10998,0.094939,4,0
1298,3150,0.250192,2,0
1299,3923,0.260492,2,0
