persona_id,enrollment_id,gender,match_score,result_match,engagement_match,n_weeks,rank
P0376,2691100_BBB_2013J,F,0.9555,True,True,39,10
P0377,525974_BBB_2013J,F,0.9966,True,True,39,1
P0377,426887_DDD_2013J,F,0.9964,True,True,38,2
P0377,677349_CCC_2014J,F,0.9963,True,True,39,3
P0377,587423_BBB_2013J,F,0.9962,True,True,39,4
P0377,502694_BBB_2013B,F,0.9956,True,True,35,5
P0377,541586_BBB_2013J,F,0.9954,True,True,39,6
P0377,237921_GGG_2014J,F,0.9953,True,True,39,7
P0377,555614_BBB_2013J,F,0.9939,True,True,39,8
P0377,610032_BBB_2013J,F,0.9931,True,True,39,9
P0377,690241_EEE_2014J,F,0.9926,True,True,39,10
P0378,620231_CCC_2014J,M,0.9975,True,True,39,1
P0378,695001_BBB_2014J,M,0.9974,True,True,38,2
P0378,495284_AAA_2013J,M,0.9966,True,True,39,3
P0378,544576_DDD_2013J,M,0.9959,True,True,38,4
P0378,592616_FFF_2013J,M,0.9957,True,True,39,5
P0378,619380_CCC_2014J,M,0.995,True,True,39,6
P0378,643168_EEE_2014J,M,0.9948,True,True,39,7
P0378,412025_FFF_2013B,M,0.9948,True,True,35,8
P0378,557045_DDD_2013B,M,0.9942,True,True,35,9
P0378,592372_EEE_2014B,M,0.9942,True,True,35,10
P0379,390556_DDD_2014J,M,0.9213,True,True,38,1
P0379,561734_DDD_2013J,M,0.9183,True,True,38,2
P0379,89778_BBB_2014B,M,0.9022,True,True,34,3
P0379,2210318_BBB_2013B,M,0.8933,True,True,35,4
P0379,1747824_DDD_2014J,M,0.8918,True,True,38,5
P0379,677216_GGG_2014J,M,0.8816,True,True,39,6
P0379,2471673_DDD_2014J,M,0.8781,True,True,38,7
P0379,533091_BBB_2013J,M,0.8752,True,True,39,8
P0379,121182_GGG_2014J,M,0.8744,True,True,39,9
P0379,502709_GGG_2014B,M,0.8726,True,True,35,10
P0380,600991_FFF_2013J,M,0.9982,True,True,39,1
P0380,465421_FFF_2014B,M,0.9965,True,True,35,2
P0380,594909_FFF_2014B,M,0.9957,True,True,35,3
P0380,688337_FFF_2014J,M,0.995,True,True,39,4
P0380,2389754_EEE_2013J,M,0.9944,True,True,39,5
P0380,1072259_FFF_2014B,M,0.9943,True,True,35,6
P0380,202677_EEE_2013J,M,0.9942,True,True,39,7
P0380,694428_FFF_2014J,M,0.9938,True,True,39,8
P0380,587611_FFF_2013J,M,0.9937,True,True,39,9
P0380,618293_FFF_2014B,M,0.9932,True,True,35,10
P0381,639028_FFF_2014J,F,0.9935,True,True,39,1
P0381,656607_FFF_2014J,F,0.9934,True,True,39,2
P0381,622442_FFF_2014B,F,0.9921,True,True,35,3
P0381,404135_FFF_2013B,F,0.9904,True,True,35,4
P0381,645784_FFF_2014J,F,0.9894,True,True,39,5
P0381,542287_FFF_2014B,F,0.9884,True,True,35,6
P0381,341470_FFF_2013J,F,0.9881,True,True,39,7
P0381,572702_FFF_2013J,F,0.984,True,True,39,8
P0381,560046_FFF_2013B,F,0.9835,True,True,35,9
P0381,623438_FFF_2014B,F,0.9822,True,True,35,10
P0382,583970_BBB_2013J,F,0.9973,True,True,39,1
P0382,627821_GGG_2014B,F,0.997,True,True,35,2
P0382,630052_BBB_2014B,F,0.9968,True,True,34,3
P0382,2620947_GGG_2014J,F,0.9968,True,True,39,4
P0382,117699_BBB_2014B,F,0.9965,True,True,34,5
P0382,626091_GGG_2014B,F,0.9958,True,True,35,6
P0382,164211_GGG_2014B,F,0.9954,True,True,35,7
P0382,557968_BBB_2013B,F,0.995,True,True,35,8
P0382,693213_BBB_2014J,F,0.9949,True,True,38,9
P0382,513166_GGG_2014J,F,0.9941,True,True,39,10
P0383,580860_GGG_2013J,F,0.9977,True,True,38,1
P0383,623778_GGG_2014B,F,0.9977,True,True,35,2
P0383,631290_GGG_2014B,F,0.9966,True,True,35,3
P0383,679327_GGG_2014J,F,0.9945,True,True,39,4
P0383,447644_CCC_2014J,F,0.9945,True,True,39,5
P0383,646618_BBB_2014J,F,0.9937,True,True,38,6
P0383,626145_GGG_2014B,F,0.9931,True,True,35,7
P0383,618088_GGG_2014B,F,0.9929,True,True,35,8
P0383,1405453_GGG_2014J,F,0.9921,True,True,39,9
P0383,558435_BBB_2013B,F,0.9916,True,True,35,10
P0384,545962_FFF_2014J,F,0.9954,True,True,39,1
P0384,2569942_FFF_2014B,F,0.9931,True,True,35,2
P0384,537942_FFF_2013J,F,0.991,True,True,39,3
P0384,593136_FFF_2014J,F,0.9871,True,True,39,4
P0384,232764_FFF_2013J,F,0.9855,True,True,39,5
P0384,652333_FFF_2014J,F,0.9842,True,True,39,6
P0384,566817_FFF_2013J,F,0.9835,True,True,39,7
P0384,586784_FFF_2013J,F,0.9822,True,True,39,8
P0384,698359_CCC_2014J,F,0.9812,True,True,39,9
P0384,617010_FFF_2014J,F,0.9812,True,True,39,10
P0385,513077_BBB_2014B,F,0.8819,True,True,34,1
P0385,2301511_DDD_2014B,F,0.878,True,True,35,2
P0385,325497_DDD_2013J,F,0.8727,True,True,38,3
P0385,2612342_DDD_2014J,F,0.8672,True,True,38,4
P0385,1829654_BBB_2014B,F,0.8668,True,True,34,5
P0385,568118_GGG_2013J,F,0.8531,True,True,38,6
P0385,543648_DDD_2013J,F,0.8531,True,True,38,7
P0385,632463_DDD_2014B,F,0.85,True,True,35,8
P0385,681923_DDD_2014J,F,0.8483,True,True,38,9
P0385,2381845_DDD_2013B,F,0.8463,True,True,35,10
P0386,471925_BBB_2014B,M,0.927,True,True,34,1
P0386,554004_BBB_2014B,M,0.9047,True,True,34,2
P0386,553367_DDD_2014J,M,0.8999,True,True,38,3
P0386,571554_BBB_2013J,M,0.8991,True,True,39,4
P0386,689503_GGG_2014J,M,0.898,True,True,39,5
P0386,570529_GGG_2013J,M,0.8974,True,True,38,6
P0386,2432655_DDD_2014J,M,0.896,True,True,38,7
P0386,635244_BBB_2014B,M,0.8948,True,True,34,8
P0386,654341_DDD_2014J,M,0.8915,True,True,38,9
P0386,2481629_DDD_2014J,M,0.8912,True,True,38,10
P0387,574065_BBB_2013J,F,0.8765,True,True,39,1
P0387,520006_BBB_2013J,F,0.8735,True,True,39,2
P0387,577824_BBB_2013J,F,0.8698,True,True,39,3
P0387,2680885_BBB_2013J,F,0.8694,True,True,39,4
P0387,325308_BBB_2014B,F,0.8686,True,True,34,5
P0387,619483_GGG_2014B,F,0.8681,True,True,35,6
P0387,624767_GGG_2014J,F,0.8642,True,True,39,7
P0387,478444_BBB_2013B,F,0.8616,True,True,35,8
P0387,484435_CCC_2014J,F,0.8601,True,True,39,9
P0387,634851_BBB_2014B,F,0.8599,True,True,34,10
P0388,517778_BBB_2013B,F,0.9997,True,True,35,1
P0388,565222_GGG_2013J,F,0.9989,True,True,38,2
P0388,517890_BBB_2013B,F,0.9984,True,True,35,3
P0388,2460775_DDD_2014B,F,0.9965,True,True,35,4
P0388,633956_GGG_2014B,F,0.9952,True,True,35,5
P0388,548617_BBB_2013B,F,0.9949,True,True,35,6
P0388,563413_BBB_2014B,F,0.9943,True,True,34,7
P0388,612658_BBB_2013J,F,0.9941,True,True,39,8
P0388,577792_GGG_2014B,F,0.9937,True,True,35,9
P0388,143741_BBB_2013B,F,0.9922,True,True,35,10
P0389,679886_CCC_2014J,M,0.9969,True,True,39,1
P0389,572515_EEE_2013J,M,0.9947,True,True,39,2
P0389,689983_EEE_2014J,M,0.9946,True,True,39,3
P0389,1819994_DDD_2013J,M,0.9944,True,True,38,4
P0389,1082062_DDD_2014J,M,0.9943,True,True,38,5
P0389,610234_EEE_2014B,M,0.994,True,True,35,6
P0389,642443_DDD_2014J,M,0.9937,True,True,38,7
P0389,2623263_CCC_2014B,M,0.9936,True,True,35,8
P0389,427413_EEE_2013J,M,0.9936,True,True,39,9
P0389,2686578_CCC_2014B,M,0.9927,True,True,35,10
P0390,442670_FFF_2013J,M,0.9779,True,True,39,1
P0390,273106_DDD_2013J,M,0.9745,True,True,38,2
P0390,473896_FFF_2013J,M,0.9745,True,True,39,3
P0390,516343_DDD_2013J,M,0.9745,True,True,38,4
P0390,607110_DDD_2014J,M,0.9645,True,True,38,5
P0390,83588_DDD_2013J,M,0.9612,True,True,38,6
P0390,546293_DDD_2013J,M,0.9579,True,True,38,7
P0390,117435_DDD_2014B,M,0.9578,True,True,35,8
P0390,546195_BBB_2013J,M,0.9511,True,True,39,9
P0390,1431750_BBB_2014B,M,0.9488,True,True,34,10
P0391,622208_BBB_2014B,F,0.9431,True,True,34,1
P0391,153170_DDD_2014J,F,0.9381,True,True,38,2
P0391,506804_BBB_2013J,F,0.9355,True,True,39,3
P0391,586416_BBB_2013J,F,0.9301,True,True,39,4
P0391,2526784_BBB_2014B,F,0.93,True,True,34,5
P0391,568559_BBB_2014B,F,0.9298,True,True,34,6
P0391,632823_BBB_2014B,F,0.9293,True,True,34,7
P0391,632752_BBB_2014B,F,0.9267,True,True,34,8
P0391,629777_GGG_2014B,F,0.9257,True,True,35,9
P0391,585779_BBB_2013J,F,0.9255,True,True,39,10
P0392,471925_BBB_2014B,M,0.9026,True,True,34,1
P0392,554004_BBB_2014B,M,0.8674,True,True,34,2
P0392,635244_BBB_2014B,M,0.8653,True,True,34,3
P0392,645081_DDD_2014J,M,0.8546,True,True,38,4
P0392,553856_BBB_2013J,M,0.8523,True,True,39,5
P0392,609556_DDD_2014J,M,0.8522,True,True,38,6
P0392,689017_DDD_2014J,M,0.8493,True,True,38,7
P0392,599787_BBB_2013J,M,0.8491,True,True,39,8
P0392,627295_DDD_2014J,M,0.8454,True,True,38,9
P0392,2473025_DDD_2014B,M,0.8454,True,True,35,10
P0393,674941_EEE_2014J,M,0.9971,True,True,39,1
P0393,585455_EEE_2013J,M,0.9954,True,True,39,2
P0393,598963_EEE_2013J,M,0.9954,True,True,39,3
P0393,606206_EEE_2013J,M,0.9934,True,True,39,4
P0393,603639_EEE_2013J,M,0.9921,True,True,39,5
P0393,563230_EEE_2014B,M,0.9919,True,True,35,6
P0393,592843_EEE_2014J,M,0.9918,True,True,39,7
P0393,645126_EEE_2014J,M,0.9905,True,True,39,8
P0393,622812_EEE_2014B,M,0.9905,True,True,35,9
P0393,686018_CCC_2014J,M,0.9894,True,True,39,10
P0394,2251500_BBB_2014J,M,0.9678,True,True,38,1
P0394,99075_DDD_2014J,M,0.9527,True,True,38,2
P0394,353804_CCC_2014B,M,0.9513,True,True,35,3
P0394,610828_DDD_2014J,M,0.9398,True,True,38,4
P0394,578034_CCC_2014B,M,0.9375,True,True,35,5
P0394,696132_DDD_2014J,M,0.9343,True,True,38,6
P0394,629878_DDD_2014J,M,0.9341,True,True,38,7
P0394,592051_CCC_2014B,M,0.9306,True,True,35,8
P0394,632551_DDD_2014B,M,0.9297,True,True,35,9
P0394,2232340_DDD_2014J,M,0.9296,True,True,38,10
P0395,574065_BBB_2013J,F,0.9594,True,True,39,1
P0395,577824_BBB_2013J,F,0.9527,True,True,39,2
P0395,2680885_BBB_2013J,F,0.9523,True,True,39,3
P0395,325308_BBB_2014B,F,0.9515,True,True,34,4
P0395,624767_GGG_2014J,F,0.9472,True,True,39,5
P0395,478444_BBB_2013B,F,0.9445,True,True,35,6
P0395,520006_BBB_2013J,F,0.9423,True,True,39,7
P0395,250123_BBB_2014B,F,0.9406,True,True,34,8
P0395,587538_BBB_2014B,F,0.9405,True,True,34,9
P0395,1127413_BBB_2014B,F,0.9388,True,True,34,10
P0396,2585285_DDD_2013B,F,0.9979,True,True,35,1
P0396,140807_DDD_2013J,F,0.9977,True,True,38,2
P0396,508025_DDD_2013J,F,0.996,True,True,38,3
P0396,371044_DDD_2013B,F,0.9941,True,True,35,4
P0396,650958_BBB_2014J,F,0.9935,True,True,38,5
P0396,599725_DDD_2013J,F,0.9934,True,True,38,6
P0396,612247_BBB_2014J,F,0.993,True,True,38,7
P0396,2586560_AAA_2013J,F,0.9929,True,True,39,8
P0396,592950_DDD_2013J,F,0.9926,True,True,38,9
P0396,645950_BBB_2014J,F,0.9924,True,True,38,10
P0397,114500_FFF_2013J,M,0.9824,True,True,39,1
P0397,691465_FFF_2014J,M,0.9736,True,True,39,2
P0397,1928947_FFF_2014B,M,0.9706,True,True,35,3
P0397,1413902_FFF_2014J,M,0.9704,True,True,39,4
P0397,628307_FFF_2014B,M,0.9691,True,True,35,5
P0397,591975_FFF_2013J,M,0.965,True,True,39,6
P0397,574527_FFF_2014J,M,0.9649,True,True,39,7
P0397,2537777_FFF_2014J,M,0.9646,True,True,39,8
P0397,570213_FFF_2014J,M,0.964,True,True,39,9
P0397,625802_FFF_2014J,M,0.9624,True,True,39,10
P0398,631681_FFF_2014J,F,0.9895,True,True,39,1
P0398,117818_AAA_2014J,F,0.9891,True,True,39,2
P0398,513315_BBB_2013B,F,0.9889,True,True,35,3
P0398,611329_BBB_2014J,F,0.9884,True,True,38,4
P0398,567629_FFF_2014B,F,0.9879,True,True,35,5
P0398,2687858_BBB_2014J,F,0.9871,True,True,38,6
P0398,562377_FFF_2013J,F,0.9867,True,True,39,7
P0398,417986_BBB_2014J,F,0.9863,True,True,38,8
P0398,642902_CCC_2014J,F,0.9863,True,True,39,9
P0398,681581_BBB_2014J,F,0.9858,True,True,38,10
P0399,646798_BBB_2014J,F,0.9979,True,True,38,1
P0399,650114_BBB_2014J,F,0.9964,True,True,38,2
P0399,572730_DDD_2013J,F,0.9962,True,True,38,3
P0399,604543_BBB_2013J,F,0.9956,True,True,39,4
P0399,515329_BBB_2014J,F,0.994,True,True,38,5
P0399,622413_DDD_2014B,F,0.9939,True,True,35,6
P0399,416243_DDD_2013J,F,0.9938,True,True,38,7
P0399,397414_BBB_2014J,F,0.9933,True,True,38,8
P0399,644822_BBB_2014J,F,0.9927,True,True,38,9
P0399,152973_BBB_2014J,F,0.9925,True,True,38,10
P0400,680912_FFF_2014J,F,0.9973,True,True,39,1
P0400,619410_FFF_2014B,F,0.9969,True,True,35,2
P0400,2140087_FFF_2013B,F,0.9956,True,True,35,3
P0400,645960_FFF_2014J,F,0.995,True,True,39,4
P0400,631740_FFF_2014J,F,0.9942,True,True,39,5
P0400,625548_FFF_2014B,F,0.9932,True,True,35,6
P0400,550097_FFF_2014B,F,0.9931,True,True,35,7
P0400,680708_FFF_2014J,F,0.9925,True,True,39,8
P0400,2554552_FFF_2014B,F,0.9923,True,True,35,9
P0400,601390_FFF_2013J,F,0.9921,True,True,39,10
P0401,2251500_BBB_2014J,M,0.9074,True,True,38,1
P0401,353804_CCC_2014B,M,0.8909,True,True,35,2
P0401,99075_DDD_2014J,M,0.8895,True,True,38,3
P0401,610828_DDD_2014J,M,0.8765,True,True,38,4
P0401,578034_CCC_2014B,M,0.8742,True,True,35,5
P0401,100561_DDD_2014J,M,0.8738,True,True,38,6
P0401,696132_DDD_2014J,M,0.8711,True,True,38,7
P0401,629878_DDD_2014J,M,0.8708,True,True,38,8
P0401,592051_CCC_2014B,M,0.8702,True,True,35,9
P0401,624156_CCC_2014J,M,0.8691,True,True,39,10
P0402,540298_DDD_2013B,M,0.9921,True,True,35,1
P0402,240486_CCC_2014J,M,0.9895,True,True,39,2
P0402,631453_CCC_2014B,M,0.9877,True,True,35,3
P0402,344367_DDD_2013B,M,0.9831,True,True,35,4
P0402,527799_BBB_2013J,M,0.9822,True,True,39,5
P0402,1822731_DDD_2014J,M,0.9797,True,True,38,6
P0402,558629_DDD_2014B,M,0.978,True,True,35,7
P0402,512706_DDD_2013J,M,0.9764,True,True,38,8
P0402,366024_DDD_2013B,M,0.9685,True,True,35,9
P0402,543475_CCC_2014B,M,0.9682,True,True,35,10
P0403,614583_BBB_2014B,F,0.997,True,True,34,1
P0403,1930367_BBB_2013B,F,0.9957,True,True,35,2
P0403,611580_GGG_2013J,F,0.9954,True,True,38,3
P0403,675924_GGG_2014J,F,0.9954,True,True,39,4
P0403,319209_BBB_2013B,F,0.9948,True,True,35,5
P0403,606179_BBB_2013J,F,0.9948,True,True,39,6
P0403,682223_BBB_2014J,F,0.9947,True,True,38,7
P0403,546052_BBB_2013B,F,0.994,True,True,35,8
P0403,1827650_GGG_2014J,F,0.9939,True,True,39,9
P0403,164211_GGG_2014B,F,0.9938,True,True,35,10
P0404,469624_DDD_2014J,M,0.9582,True,True,38,1
P0404,560784_CCC_2014J,M,0.925,True,True,39,2
P0404,540249_BBB_2013J,M,0.9247,True,True,39,3
P0404,527799_BBB_2013J,M,0.9056,True,True,39,4
P0404,344367_DDD_2013B,M,0.9052,True,True,35,5
P0404,569342_CCC_2014B,M,0.9044,True,True,35,6
P0404,631453_CCC_2014B,M,0.9006,True,True,35,7
P0404,423757_DDD_2013B,M,0.8926,True,True,35,8
P0404,558629_DDD_2014B,M,0.8915,True,True,35,9
P0404,512706_DDD_2013J,M,0.8894,True,True,38,10
P0405,564906_BBB_2014B,M,0.868,True,True,34,1
P0405,518223_BBB_2013J,M,0.8637,True,True,39,2
P0405,1832492_DDD_2014J,M,0.8592,True,True,38,3
P0405,541538_CCC_2014J,M,0.8574,True,True,39,4
P0405,650993_DDD_2014J,M,0.8535,True,True,38,5
P0405,571131_DDD_2013J,M,0.8428,True,True,38,6
P0405,63856_DDD_2013J,M,0.8387,True,True,38,7
P0405,577520_DDD_2014J,M,0.8386,True,True,38,8
P0405,626852_DDD_2014B,M,0.8384,True,True,35,9
P0405,598103_DDD_2014J,M,0.837,True,True,38,10
P0406,226895_DDD_2014J,M,0.9969,True,True,38,1
P0406,695049_BBB_2014J,M,0.9884,True,True,38,2
P0406,634853_CCC_2014J,M,0.9866,True,True,39,3
P0406,610725_BBB_2013J,M,0.9625,True,True,39,4
P0406,469579_BBB_2014J,M,0.9593,True,True,38,5
P0406,610287_CCC_2014J,M,0.9592,True,True,39,6
P0406,497994_DDD_2013J,M,0.9571,True,True,38,7
P0406,626998_EEE_2014J,M,0.9545,True,True,39,8
P0406,634027_GGG_2014B,M,0.9531,True,True,35,9
P0406,2467267_AAA_2014J,M,0.9517,True,True,39,10
P0407,167906_AAA_2013J,F,0.9993,True,True,39,1
P0407,569935_DDD_2013J,F,0.9913,True,True,38,2
P0407,287432_DDD_2013B,F,0.9908,True,True,35,3
P0407,45642_AAA_2013J,F,0.9886,True,True,39,4
P0407,580468_DDD_2013J,F,0.9884,True,True,38,5
P0407,571451_DDD_2013J,F,0.9878,True,True,38,6
P0407,522473_DDD_2013J,F,0.9878,True,True,38,7
P0407,67785_DDD_2013B,F,0.987,True,True,35,8
P0407,2171627_AAA_2013J,F,0.9865,True,True,39,9
P0407,570215_DDD_2014B,F,0.9856,True,True,35,10
P0408,1937822_BBB_2014J,F,0.9982,True,True,38,1
P0408,688281_CCC_2014J,F,0.997,True,True,39,2
P0408,620092_BBB_2014B,F,0.9967,True,True,34,3
P0408,2375759_BBB_2014J,F,0.9937,True,True,38,4
P0408,579105_DDD_2013J,F,0.9934,True,True,38,5
P0408,2139037_FFF_2013B,F,0.9933,True,True,35,6
P0408,580415_DDD_2013J,F,0.9925,True,True,38,7
P0408,485604_CCC_2014B,F,0.9921,True,True,35,8
P0408,594061_BBB_2014B,F,0.992,True,True,34,9
P0408,699007_BBB_2014J,F,0.9916,True,True,38,10
P0409,624592_BBB_2014B,F,0.9986,True,True,34,1
P0409,586440_BBB_2013J,F,0.9979,True,True,39,2
P0409,169213_BBB_2013J,F,0.9973,True,True,39,3
P0409,577256_BBB_2013J,F,0.9973,True,True,39,4
P0409,654404_BBB_2014J,F,0.9971,True,True,38,5
P0409,341509_BBB_2013B,F,0.9969,True,True,35,6
P0409,605652_DDD_2014B,F,0.9966,True,True,35,7
P0409,1797168_BBB_2013J,F,0.9958,True,True,39,8
P0409,410092_AAA_2014J,F,0.9955,True,True,39,9
P0409,617764_BBB_2014B,F,0.9953,True,True,34,10
P0410,2017487_FFF_2014J,M,0.7999,True,True,39,1
P0410,624282_FFF_2014J,M,0.7999,True,True,39,2
P0410,651930_EEE_2014J,M,0.7999,True,True,39,3
P0410,398040_FFF_2013B,M,0.7999,True,True,35,4
P0410,29764_CCC_2014B,M,0.7998,True,True,35,5
P0410,626128_FFF_2014B,M,0.7998,True,True,35,6
P0410,187100_AAA_2013J,M,0.7998,True,True,39,7
P0410,558558_FFF_2013B,M,0.7998,True,True,35,8
P0410,152917_FFF_2014J,M,0.7997,True,True,39,9
P0410,232856_FFF_2013J,M,0.7997,True,True,39,10
P0411,622208_BBB_2014B,F,0.8314,True,True,34,1
P0411,394331_BBB_2014B,F,0.8127,True,True,34,2
P0411,629777_GGG_2014B,F,0.8052,True,True,35,3
P0411,2526784_BBB_2014B,F,0.8045,True,True,34,4
P0411,487681_BBB_2013J,F,0.804,True,True,39,5
P0411,2412967_AAA_2013J,F,0.8,True,True,39,6
P0411,623519_BBB_2014J,F,0.8,True,True,38,7
P0411,678025_BBB_2014J,F,0.8,True,True,38,8
P0411,525683_BBB_2013B,F,0.8,True,True,35,9
P0411,354984_BBB_2014B,F,0.7999,True,True,34,10
P0412,160310_FFF_2013J,F,0.9871,True,True,39,1
P0412,470403_DDD_2013J,F,0.9564,True,True,38,2
P0412,498578_FFF_2013B,F,0.9289,True,True,35,3
P0412,528971_DDD_2013J,F,0.9282,True,True,38,4
P0412,558224_DDD_2013B,F,0.9232,True,True,35,5
P0412,577954_DDD_2014B,F,0.9229,True,True,35,6
P0412,476822_DDD_2013J,F,0.9216,True,True,38,7
P0412,614477_CCC_2014B,F,0.9214,True,True,35,8
P0412,545048_FFF_2013B,F,0.9211,True,True,35,9
P0412,496671_FFF_2013B,F,0.9185,True,True,35,10
P0413,469624_DDD_2014J,M,0.9104,True,True,38,1
P0413,540249_BBB_2013J,M,0.8769,True,True,39,2
P0413,560784_CCC_2014J,M,0.8681,True,True,39,3
P0413,527799_BBB_2013J,M,0.8578,True,True,39,4
P0413,344367_DDD_2013B,M,0.8574,True,True,35,5
P0413,569342_CCC_2014B,M,0.8566,True,True,35,6
P0413,423757_DDD_2013B,M,0.8448,True,True,35,7
P0413,512706_DDD_2013J,M,0.8416,True,True,38,8
P0413,631453_CCC_2014B,M,0.8378,True,True,35,9
P0413,571640_DDD_2013J,M,0.837,True,True,38,10
P0414,489320_BBB_2013J,F,0.9968,True,True,39,1
P0414,573208_BBB_2013J,F,0.9962,True,True,39,2
P0414,600463_BBB_2014J,F,0.9959,True,True,38,3
P0414,557979_BBB_2013B,F,0.9959,True,True,35,4
P0414,335018_DDD_2014J,F,0.995,True,True,38,5
P0414,321450_BBB_2014J,F,0.9947,True,True,38,6
P0414,574347_DDD_2014J,F,0.9946,True,True,38,7
P0414,550269_BBB_2014B,F,0.9946,True,True,34,8
P0414,620694_BBB_2014B,F,0.9945,True,True,34,9
P0414,553716_BBB_2013B,F,0.9933,True,True,35,10
P0415,547390_BBB_2013B,F,0.9979,True,True,35,1
P0415,656253_BBB_2014J,F,0.9918,True,True,38,2
P0415,518661_GGG_2014B,F,0.9916,True,True,35,3
P0415,581530_BBB_2013J,F,0.9908,True,True,39,4
P0415,598253_BBB_2013J,F,0.9903,True,True,39,5
P0415,2524295_BBB_2014B,F,0.9857,True,True,34,6
P0415,327641_BBB_2014B,F,0.9855,True,True,34,7
P0415,408975_BBB_2013J,F,0.9854,True,True,39,8
P0415,335018_DDD_2014J,F,0.9845,True,True,38,9
P0415,600463_BBB_2014J,F,0.9837,True,True,38,10
P0416,1105438_BBB_2013J,F,0.9988,True,True,39,1
P0416,688011_BBB_2014J,F,0.9984,True,True,38,2
P0416,600966_BBB_2013J,F,0.9979,True,True,39,3
P0416,390220_BBB_2013B,F,0.9972,True,True,35,4
P0416,576375_BBB_2014B,F,0.9972,True,True,34,5
P0416,613946_BBB_2014B,F,0.997,True,True,34,6
P0416,366524_BBB_2013J,F,0.9968,True,True,39,7
P0416,575214_GGG_2013J,F,0.9966,True,True,38,8
P0416,2082318_BBB_2014B,F,0.9964,True,True,34,9
P0416,594015_BBB_2013J,F,0.9961,True,True,39,10
P0417,622208_BBB_2014B,F,0.884,True,True,34,1
P0417,394331_BBB_2014B,F,0.8653,True,True,34,2
P0417,629777_GGG_2014B,F,0.8587,True,True,35,3
P0417,2526784_BBB_2014B,F,0.8581,True,True,34,4
P0417,487681_BBB_2013J,F,0.8566,True,True,39,5
P0417,354984_BBB_2014B,F,0.8526,True,True,34,6
P0417,578574_BBB_2014B,F,0.8505,True,True,34,7
P0417,551515_BBB_2014B,F,0.8472,True,True,34,8
P0417,527580_BBB_2013J,F,0.8466,True,True,39,9
P0417,573654_BBB_2013J,F,0.8457,True,True,39,10
P0418,577520_DDD_2014J,M,0.9844,True,True,38,1
P0418,626852_DDD_2014B,M,0.9842,True,True,35,2
P0418,598103_DDD_2014J,M,0.9828,True,True,38,3
P0418,321810_DDD_2014B,M,0.9789,True,True,35,4
P0418,491106_DDD_2013B,M,0.9781,True,True,35,5
P0418,523762_CCC_2014J,M,0.9775,True,True,39,6
P0418,650993_DDD_2014J,M,0.9667,True,True,38,7
P0418,1832492_DDD_2014J,M,0.9638,True,True,38,8
P0418,645864_DDD_2014J,M,0.9592,True,True,38,9
P0418,560759_DDD_2013J,M,0.9586,True,True,38,10
P0419,99075_DDD_2014J,M,0.979,True,True,38,1
P0419,610828_DDD_2014J,M,0.966,True,True,38,2
P0419,578034_CCC_2014B,M,0.9637,True,True,35,3
P0419,629878_DDD_2014J,M,0.9604,True,True,38,4
P0419,632551_DDD_2014B,M,0.956,True,True,35,5
P0419,1661490_DDD_2014J,M,0.9556,True,True,38,6
P0419,640773_DDD_2014J,M,0.9538,True,True,38,7
P0419,2251500_BBB_2014J,M,0.9527,True,True,38,8
P0419,696132_DDD_2014J,M,0.9527,True,True,38,9
P0419,407453_CCC_2014B,M,0.9469,True,True,35,10
P0420,325497_DDD_2013J,F,0.7994,True,True,38,1
P0420,1829654_BBB_2014B,F,0.799,True,True,34,2
P0420,513077_BBB_2014B,F,0.7986,True,True,34,3
P0420,503838_DDD_2013J,F,0.7977,True,True,38,4
P0420,653951_BBB_2014J,F,0.7971,True,True,38,5
P0420,2146936_DDD_2013B,F,0.7962,True,True,35,6
P0420,368749_DDD_2013B,F,0.7961,True,True,35,7
P0420,72609_CCC_2014J,F,0.7956,True,True,39,8
P0420,2381845_DDD_2013B,F,0.7937,True,True,35,9
P0420,552914_BBB_2013B,F,0.7929,True,True,35,10
P0421,635244_BBB_2014B,M,0.9951,True,True,34,1
P0421,554004_BBB_2014B,M,0.994,True,True,34,2
P0421,645081_DDD_2014J,M,0.9755,True,True,38,3
P0421,2432655_DDD_2014J,M,0.9747,True,True,38,4
P0421,495615_DDD_2014J,M,0.9739,True,True,38,5
P0421,609556_DDD_2014J,M,0.9722,True,True,38,6
P0421,553856_BBB_2013J,M,0.9711,True,True,39,7
P0421,549731_DDD_2013B,M,0.9687,True,True,35,8
P0421,689017_DDD_2014J,M,0.9681,True,True,38,9
P0421,628099_DDD_2014B,M,0.968,True,True,35,10
P0422,471925_BBB_2014B,M,0.9142,True,True,34,1
P0422,597529_DDD_2014J,M,0.9008,True,True,38,2
P0422,2481629_DDD_2014J,M,0.8993,True,True,38,3
P0422,557237_DDD_2014J,M,0.8981,True,True,38,4
P0422,570529_GGG_2013J,M,0.8968,True,True,38,5
P0422,553367_DDD_2014J,M,0.8928,True,True,38,6
P0422,554004_BBB_2014B,M,0.8919,True,True,34,7
P0422,634106_DDD_2014B,M,0.8884,True,True,35,8
P0422,571554_BBB_2013J,M,0.8884,True,True,39,9
P0422,566240_DDD_2014B,M,0.887,True,True,35,10
P0423,477468_GGG_2013J,F,0.9984,True,True,38,1
P0423,567402_BBB_2013J,F,0.9982,True,True,39,2
P0423,558024_BBB_2013B,F,0.9981,True,True,35,3
