zenodo_row_idx,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,Gender_lbl,Internet_lbl,Extracurricular_lbl,EduTech_lbl,Discussions_lbl,Motivation_lbl,StressLevel_lbl,Resources_lbl,FinalGrade_lbl,LearningStyle_lbl,attendance_norm,assignment_norm,exam_norm,motivation_norm,stress_norm,discussion_norm,zenodo_cluster_id
1329,22,82,1,1,2,1,0,21,2,14,0,97,86,0,2,0,Female,Yes,Yes,No,No,Medium,Medium,Low,Distinction,ReadWrite,0.5500000000000003,0.94,0.7666666666666667,1.0,1.0,0.0,1
1330,22,82,1,0,0,1,0,26,0,14,1,93,70,0,0,1,Female,Yes,No,No,Yes,High,High,Low,Merit,Auditory,0.5500000000000003,0.8600000000000001,0.5000000000000001,0.0,0.0,1.0,0
1331,22,82,1,0,0,1,0,21,2,14,0,97,86,0,2,0,Female,Yes,No,No,No,High,Medium,Low,Distinction,ReadWrite,0.5500000000000003,0.94,0.7666666666666667,0.0,1.0,0.0,1
1332,22,82,2,0,1,0,0,26,0,14,1,93,70,0,0,1,Female,No,No,No,Yes,Low,High,Medium,Merit,Auditory,0.5500000000000003,0.8600000000000001,0.5000000000000001,0.5,0.0,1.0,0
1333,22,82,2,0,1,0,0,21,2,14,0,97,86,0,2,0,Female,No,No,No,No,Low,Medium,Medium,Distinction,ReadWrite,0.5500000000000003,0.94,0.7666666666666667,0.5,1.0,0.0,1
1334,25,73,2,0,2,0,0,25,0,1,0,82,45,0,2,3,Female,No,No,No,No,Medium,Medium,Medium,Fail,Auditory,0.3250000000000002,0.6400000000000001,0.0833333333333333,1.0,1.0,0.0,1
1335,25,73,2,0,2,0,0,27,0,4,0,81,62,1,2,2,Female,No,No,Yes,No,Medium,Medium,Medium,Pass,Auditory,0.3250000000000002,0.6200000000000001,0.3666666666666666,1.0,1.0,0.0,1
1336,25,73,2,0,2,0,0,19,3,0,0,57,54,1,0,3,Female,No,No,Yes,No,Medium,High,Medium,Fail,Visual,0.3250000000000002,0.1400000000000001,0.2333333333333334,1.0,0.0,0.0,1
1337,25,73,0,0,1,1,0,25,0,1,0,82,45,0,2,3,Female,Yes,No,No,No,Low,Medium,High,Fail,Auditory,0.3250000000000002,0.6400000000000001,0.0833333333333333,0.5,1.0,0.0,1
1338,25,73,0,0,1,1,0,27,0,4,0,81,62,1,2,2,Female,Yes,No,Yes,No,Low,Medium,High,Pass,Auditory,0.3250000000000002,0.6200000000000001,0.3666666666666666,0.5,1.0,0.0,1
1339,25,73,0,0,1,1,0,19,3,0,0,57,54,1,0,3,Female,Yes,No,Yes,No,Low,High,High,Fail,Visual,0.3250000000000002,0.1400000000000001,0.2333333333333334,0.5,0.0,0.0,1
1340,25,73,1,1,0,1,0,25,0,1,0,82,45,0,2,3,Female,Yes,Yes,No,No,High,Medium,Low,Fail,Auditory,0.3250000000000002,0.6400000000000001,0.0833333333333333,0.0,1.0,0.0,1
1341,25,73,1,1,0,1,0,27,0,4,0,81,62,1,2,2,Female,Yes,Yes,Yes,No,High,Medium,Low,Pass,Auditory,0.3250000000000002,0.6200000000000001,0.3666666666666666,0.0,1.0,0.0,1
1342,25,73,1,1,0,1,0,19,3,0,0,57,54,1,0,3,Female,Yes,Yes,Yes,No,High,High,Low,Fail,Visual,0.3250000000000002,0.1400000000000001,0.2333333333333334,0.0,0.0,0.0,1
1343,25,73,1,1,1,1,0,25,0,1,0,82,45,0,2,3,Female,Yes,Yes,No,No,Low,Medium,Low,Fail,Auditory,0.3250000000000002,0.6400000000000001,0.0833333333333333,0.5,1.0,0.0,1
1344,25,73,1,1,1,1,0,27,0,4,0,81,62,1,2,2,Female,Yes,Yes,Yes,No,Low,Medium,Low,Pass,Auditory,0.3250000000000002,0.6200000000000001,0.3666666666666666,0.5,1.0,0.0,1
1345,25,73,1,1,1,1,0,19,3,0,0,57,54,1,0,3,Female,Yes,Yes,Yes,No,Low,High,Low,Fail,Visual,0.3250000000000002,0.1400000000000001,0.2333333333333334,0.5,0.0,0.0,1
1346,25,73,1,1,0,1,0,25,0,1,0,82,45,0,2,3,Female,Yes,Yes,No,No,High,Medium,Low,Fail,Auditory,0.3250000000000002,0.6400000000000001,0.0833333333333333,0.0,1.0,0.0,1
1347,25,73,1,1,0,1,0,27,0,4,0,81,62,1,2,2,Female,Yes,Yes,Yes,No,High,Medium,Low,Pass,Auditory,0.3250000000000002,0.6200000000000001,0.3666666666666666,0.0,1.0,0.0,1
1348,25,73,1,1,0,1,0,19,3,0,0,57,54,1,0,3,Female,Yes,Yes,Yes,No,High,High,Low,Fail,Visual,0.3250000000000002,0.1400000000000001,0.2333333333333334,0.0,0.0,0.0,1
1349,25,73,1,1,1,1,0,25,0,1,0,82,45,0,2,3,Female,Yes,Yes,No,No,Low,Medium,Low,Fail,Auditory,0.3250000000000002,0.6400000000000001,0.0833333333333333,0.5,1.0,0.0,1
1350,25,73,1,1,1,1,0,27,0,4,0,81,62,1,2,2,Female,Yes,Yes,Yes,No,Low,Medium,Low,Pass,Auditory,0.3250000000000002,0.6200000000000001,0.3666666666666666,0.5,1.0,0.0,1
1351,25,73,1,1,1,1,0,19,3,0,0,57,54,1,0,3,Female,Yes,Yes,Yes,No,Low,High,Low,Fail,Visual,0.3250000000000002,0.1400000000000001,0.2333333333333334,0.5,0.0,0.0,1
1352,25,73,2,1,1,1,0,25,0,1,0,82,45,0,2,3,Female,Yes,Yes,No,No,Low,Medium,Medium,Fail,Auditory,0.3250000000000002,0.6400000000000001,0.0833333333333333,0.5,1.0,0.0,1
1353,25,73,2,1,1,1,0,27,0,4,0,81,62,1,2,2,Female,Yes,Yes,Yes,No,Low,Medium,Medium,Pass,Auditory,0.3250000000000002,0.6200000000000001,0.3666666666666666,0.5,1.0,0.0,1
1354,25,73,2,1,1,1,0,19,3,0,0,57,54,1,0,3,Female,Yes,Yes,Yes,No,Low,High,Medium,Fail,Visual,0.3250000000000002,0.1400000000000001,0.2333333333333334,0.5,0.0,0.0,1
1355,25,73,1,1,1,1,0,25,0,1,0,82,45,0,2,3,Female,Yes,Yes,No,No,Low,Medium,Low,Fail,Auditory,0.3250000000000002,0.6400000000000001,0.0833333333333333,0.5,1.0,0.0,1
1356,25,73,1,1,1,1,0,27,0,4,0,81,62,1,2,2,Female,Yes,Yes,Yes,No,Low,Medium,Low,Pass,Auditory,0.3250000000000002,0.6200000000000001,0.3666666666666666,0.5,1.0,0.0,1
1357,25,73,1,1,1,1,0,19,3,0,0,57,54,1,0,3,Female,Yes,Yes,Yes,No,Low,High,Low,Fail,Visual,0.3250000000000002,0.1400000000000001,0.2333333333333334,0.5,0.0,0.0,1
1358,25,73,1,0,2,1,0,25,0,1,0,82,45,0,2,3,Female,Yes,No,No,No,Medium,Medium,Low,Fail,Auditory,0.3250000000000002,0.6400000000000001,0.0833333333333333,1.0,1.0,0.0,1
1359,25,73,1,0,2,1,0,27,0,4,0,81,62,1,2,2,Female,Yes,No,Yes,No,Medium,Medium,Low,Pass,Auditory,0.3250000000000002,0.6200000000000001,0.3666666666666666,1.0,1.0,0.0,1
1360,25,73,1,0,2,1,0,19,3,0,0,57,54,1,0,3,Female,Yes,No,Yes,No,Medium,High,Low,Fail,Visual,0.3250000000000002,0.1400000000000001,0.2333333333333334,1.0,0.0,0.0,1
1361,23,79,2,1,0,1,0,29,1,0,1,98,61,1,2,2,Female,Yes,Yes,Yes,Yes,High,Medium,Medium,Pass,Kinesthetic,0.4750000000000001,0.96,0.35,0.0,1.0,1.0,2
1362,23,79,2,1,0,1,0,18,3,19,1,57,54,1,1,3,Female,Yes,Yes,Yes,Yes,High,Low,Medium,Fail,Visual,0.4750000000000001,0.1400000000000001,0.2333333333333334,0.0,0.5,1.0,0
1363,23,79,2,1,0,1,0,21,2,7,1,98,97,1,2,0,Female,Yes,Yes,Yes,Yes,High,Medium,Medium,Distinction,ReadWrite,0.4750000000000001,0.96,0.95,0.0,1.0,1.0,2
1364,23,79,2,1,0,1,0,23,1,17,1,51,42,1,1,3,Female,Yes,Yes,Yes,Yes,High,Low,Medium,Fail,Kinesthetic,0.4750000000000001,0.02,0.0333333333333333,0.0,0.5,1.0,0
1365,23,79,1,0,1,1,0,29,1,0,1,98,61,1,2,2,Female,Yes,No,Yes,Yes,Low,Medium,Low,Pass,Kinesthetic,0.4750000000000001,0.96,0.35,0.5,1.0,1.0,2
1366,23,79,1,0,1,1,0,18,3,19,1,57,54,1,1,3,Female,Yes,No,Yes,Yes,Low,Low,Low,Fail,Visual,0.4750000000000001,0.1400000000000001,0.2333333333333334,0.5,0.5,1.0,0
1367,23,79,1,0,1,1,0,21,2,7,1,98,97,1,2,0,Female,Yes,No,Yes,Yes,Low,Medium,Low,Distinction,ReadWrite,0.4750000000000001,0.96,0.95,0.5,1.0,1.0,2
1368,23,79,1,0,1,1,0,23,1,17,1,51,42,1,1,3,Female,Yes,No,Yes,Yes,Low,Low,Low,Fail,Kinesthetic,0.4750000000000001,0.02,0.0333333333333333,0.5,0.5,1.0,0
1369,23,79,1,1,1,1,0,29,1,0,1,98,61,1,2,2,Female,Yes,Yes,Yes,Yes,Low,Medium,Low,Pass,Kinesthetic,0.4750000000000001,0.96,0.35,0.5,1.0,1.0,2
1370,23,79,1,1,1,1,0,18,3,19,1,57,54,1,1,3,Female,Yes,Yes,Yes,Yes,Low,Low,Low,Fail,Visual,0.4750000000000001,0.1400000000000001,0.2333333333333334,0.5,0.5,1.0,0
1371,23,79,1,1,1,1,0,21,2,7,1,98,97,1,2,0,Female,Yes,Yes,Yes,Yes,Low,Medium,Low,Distinction,ReadWrite,0.4750000000000001,0.96,0.95,0.5,1.0,1.0,2
1372,23,79,1,1,1,1,0,23,1,17,1,51,42,1,1,3,Female,Yes,Yes,Yes,Yes,Low,Low,Low,Fail,Kinesthetic,0.4750000000000001,0.02,0.0333333333333333,0.5,0.5,1.0,0
1373,23,79,1,1,1,1,0,29,1,0,1,98,61,1,2,2,Female,Yes,Yes,Yes,Yes,Low,Medium,Low,Pass,Kinesthetic,0.4750000000000001,0.96,0.35,0.5,1.0,1.0,2
1374,23,79,1,1,1,1,0,18,3,19,1,57,54,1,1,3,Female,Yes,Yes,Yes,Yes,Low,Low,Low,Fail,Visual,0.4750000000000001,0.1400000000000001,0.2333333333333334,0.5,0.5,1.0,0
1375,23,79,1,1,1,1,0,21,2,7,1,98,97,1,2,0,Female,Yes,Yes,Yes,Yes,Low,Medium,Low,Distinction,ReadWrite,0.4750000000000001,0.96,0.95,0.5,1.0,1.0,2
1376,23,79,1,1,1,1,0,23,1,17,1,51,42,1,1,3,Female,Yes,Yes,Yes,Yes,Low,Low,Low,Fail,Kinesthetic,0.4750000000000001,0.02,0.0333333333333333,0.5,0.5,1.0,0
1377,23,79,0,1,0,1,0,29,1,0,1,98,61,1,2,2,Female,Yes,Yes,Yes,Yes,High,Medium,High,Pass,Kinesthetic,0.4750000000000001,0.96,0.35,0.0,1.0,1.0,2
1378,23,79,0,1,0,1,0,18,3,19,1,57,54,1,1,3,Female,Yes,Yes,Yes,Yes,High,Low,High,Fail,Visual,0.4750000000000001,0.1400000000000001,0.2333333333333334,0.0,0.5,1.0,0
1379,23,79,0,1,0,1,0,21,2,7,1,98,97,1,2,0,Female,Yes,Yes,Yes,Yes,High,Medium,High,Distinction,ReadWrite,0.4750000000000001,0.96,0.95,0.0,1.0,1.0,2
1380,23,79,0,1,0,1,0,23,1,17,1,51,42,1,1,3,Female,Yes,Yes,Yes,Yes,High,Low,High,Fail,Kinesthetic,0.4750000000000001,0.02,0.0333333333333333,0.0,0.5,1.0,0
1381,22,95,2,1,1,1,0,26,3,6,1,67,49,1,2,3,Female,Yes,Yes,Yes,Yes,Low,Medium,Medium,Fail,Visual,0.875,0.3400000000000001,0.15,0.5,1.0,1.0,2
1382,22,95,2,1,1,1,0,21,0,10,1,64,40,1,1,3,Female,Yes,Yes,Yes,Yes,Low,Low,Medium,Fail,Auditory,0.875,0.28,0.0,0.5,0.5,1.0,0
1383,22,95,2,1,1,1,0,22,1,7,0,56,72,1,2,1,Female,Yes,Yes,Yes,No,Low,Medium,Medium,Merit,Kinesthetic,0.875,0.1200000000000001,0.5333333333333333,0.5,1.0,0.0,1
1384,22,95,2,1,1,1,0,24,2,6,1,98,92,0,0,0,Female,Yes,Yes,No,Yes,Low,High,Medium,Distinction,ReadWrite,0.875,0.96,0.8666666666666666,0.5,0.0,1.0,0
1385,22,95,2,1,1,1,0,21,1,10,1,98,64,0,2,2,Female,Yes,Yes,No,Yes,Low,Medium,Medium,Pass,Kinesthetic,0.875,0.96,0.4,0.5,1.0,1.0,2
1386,22,95,0,1,1,0,0,26,3,6,1,67,49,1,2,3,Female,No,Yes,Yes,Yes,Low,Medium,High,Fail,Visual,0.875,0.3400000000000001,0.15,0.5,1.0,1.0,2
1387,22,95,0,1,1,0,0,21,0,10,1,64,40,1,1,3,Female,No,Yes,Yes,Yes,Low,Low,High,Fail,Auditory,0.875,0.28,0.0,0.5,0.5,1.0,0
1388,22,95,0,1,1,0,0,22,1,7,0,56,72,1,2,1,Female,No,Yes,Yes,No,Low,Medium,High,Merit,Kinesthetic,0.875,0.1200000000000001,0.5333333333333333,0.5,1.0,0.0,1
1389,22,95,0,1,1,0,0,24,2,6,1,98,92,0,0,0,Female,No,Yes,No,Yes,Low,High,High,Distinction,ReadWrite,0.875,0.96,0.8666666666666666,0.5,0.0,1.0,0
1390,22,95,0,1,1,0,0,21,1,10,1,98,64,0,2,2,Female,No,Yes,No,Yes,Low,Medium,High,Pass,Kinesthetic,0.875,0.96,0.4,0.5,1.0,1.0,2
1391,22,95,0,0,1,1,0,26,3,6,1,67,49,1,2,3,Female,Yes,No,Yes,Yes,Low,Medium,High,Fail,Visual,0.875,0.3400000000000001,0.15,0.5,1.0,1.0,2
1392,22,95,0,0,1,1,0,21,0,10,1,64,40,1,1,3,Female,Yes,No,Yes,Yes,Low,Low,High,Fail,Auditory,0.875,0.28,0.0,0.5,0.5,1.0,0
1393,22,95,0,0,1,1,0,22,1,7,0,56,72,1,2,1,Female,Yes,No,Yes,No,Low,Medium,High,Merit,Kinesthetic,0.875,0.1200000000000001,0.5333333333333333,0.5,1.0,0.0,1
1394,22,95,0,0,1,1,0,24,2,6,1,98,92,0,0,0,Female,Yes,No,No,Yes,Low,High,High,Distinction,ReadWrite,0.875,0.96,0.8666666666666666,0.5,0.0,1.0,0
1395,22,95,0,0,1,1,0,21,1,10,1,98,64,0,2,2,Female,Yes,No,No,Yes,Low,Medium,High,Pass,Kinesthetic,0.875,0.96,0.4,0.5,1.0,1.0,2
1396,22,83,2,1,1,1,0,22,0,18,0,73,44,1,0,3,Female,Yes,Yes,Yes,No,Low,High,Medium,Fail,Auditory,0.5750000000000002,0.4599999999999999,0.0666666666666666,0.5,0.0,0.0,1
1397,22,83,2,1,1,1,0,20,3,20,1,71,64,1,2,2,Female,Yes,Yes,Yes,Yes,Low,Medium,Medium,Pass,Visual,0.5750000000000002,0.4199999999999999,0.4,0.5,1.0,1.0,2
1398,22,83,2,1,1,1,0,20,2,2,0,66,87,1,2,0,Female,Yes,Yes,Yes,No,Low,Medium,Medium,Distinction,ReadWrite,0.5750000000000002,0.32,0.7833333333333333,0.5,1.0,0.0,1
1399,22,83,1,1,0,0,0,22,0,18,0,73,44,1,0,3,Female,No,Yes,Yes,No,High,High,Low,Fail,Auditory,0.5750000000000002,0.4599999999999999,0.0666666666666666,0.0,0.0,0.0,1
1400,22,83,1,1,0,0,0,20,3,20,1,71,64,1,2,2,Female,No,Yes,Yes,Yes,High,Medium,Low,Pass,Visual,0.5750000000000002,0.4199999999999999,0.4,0.0,1.0,1.0,2
1401,22,83,1,1,0,0,0,20,2,2,0,66,87,1,2,0,Female,No,Yes,Yes,No,High,Medium,Low,Distinction,ReadWrite,0.5750000000000002,0.32,0.7833333333333333,0.0,1.0,0.0,1
1402,22,83,2,0,1,0,0,22,0,18,0,73,44,1,0,3,Female,No,No,Yes,No,Low,High,Medium,Fail,Auditory,0.5750000000000002,0.4599999999999999,0.0666666666666666,0.5,0.0,0.0,1
1403,22,83,2,0,1,0,0,20,3,20,1,71,64,1,2,2,Female,No,No,Yes,Yes,Low,Medium,Medium,Pass,Visual,0.5750000000000002,0.4199999999999999,0.4,0.5,1.0,1.0,2
1404,22,83,2,0,1,0,0,20,2,2,0,66,87,1,2,0,Female,No,No,Yes,No,Low,Medium,Medium,Distinction,ReadWrite,0.5750000000000002,0.32,0.7833333333333333,0.5,1.0,0.0,1
1405,22,83,2,1,1,0,0,22,0,18,0,73,44,1,0,3,Female,No,Yes,Yes,No,Low,High,Medium,Fail,Auditory,0.5750000000000002,0.4599999999999999,0.0666666666666666,0.5,0.0,0.0,1
1406,22,83,2,1,1,0,0,20,3,20,1,71,64,1,2,2,Female,No,Yes,Yes,Yes,Low,Medium,Medium,Pass,Visual,0.5750000000000002,0.4199999999999999,0.4,0.5,1.0,1.0,2
1407,22,83,2,1,1,0,0,20,2,2,0,66,87,1,2,0,Female,No,Yes,Yes,No,Low,Medium,Medium,Distinction,ReadWrite,0.5750000000000002,0.32,0.7833333333333333,0.5,1.0,0.0,1
1408,22,83,2,1,1,1,0,22,0,18,0,73,44,1,0,3,Female,Yes,Yes,Yes,No,Low,High,Medium,Fail,Auditory,0.5750000000000002,0.4599999999999999,0.0666666666666666,0.5,0.0,0.0,1
1409,22,83,2,1,1,1,0,20,3,20,1,71,64,1,2,2,Female,Yes,Yes,Yes,Yes,Low,Medium,Medium,Pass,Visual,0.5750000000000002,0.4199999999999999,0.4,0.5,1.0,1.0,2
1410,22,83,2,1,1,1,0,20,2,2,0,66,87,1,2,0,Female,Yes,Yes,Yes,No,Low,Medium,Medium,Distinction,ReadWrite,0.5750000000000002,0.32,0.7833333333333333,0.5,1.0,0.0,1
1411,22,83,0,1,1,1,0,22,0,18,0,73,44,1,0,3,Female,Yes,Yes,Yes,No,Low,High,High,Fail,Auditory,0.5750000000000002,0.4599999999999999,0.0666666666666666,0.5,0.0,0.0,1
1412,22,83,0,1,1,1,0,20,3,20,1,71,64,1,2,2,Female,Yes,Yes,Yes,Yes,Low,Medium,High,Pass,Visual,0.5750000000000002,0.4199999999999999,0.4,0.5,1.0,1.0,2
1413,22,83,0,1,1,1,0,20,2,2,0,66,87,1,2,0,Female,Yes,Yes,Yes,No,Low,Medium,High,Distinction,ReadWrite,0.5750000000000002,0.32,0.7833333333333333,0.5,1.0,0.0,1
1414,22,83,1,0,0,1,0,22,0,18,0,73,44,1,0,3,Female,Yes,No,Yes,No,High,High,Low,Fail,Auditory,0.5750000000000002,0.4599999999999999,0.0666666666666666,0.0,0.0,0.0,1
1415,22,83,1,0,0,1,0,20,3,20,1,71,64,1,2,2,Female,Yes,No,Yes,Yes,High,Medium,Low,Pass,Visual,0.5750000000000002,0.4199999999999999,0.4,0.0,1.0,1.0,2
1416,22,83,1,0,0,1,0,20,2,2,0,66,87,1,2,0,Female,Yes,No,Yes,No,High,Medium,Low,Distinction,ReadWrite,0.5750000000000002,0.32,0.7833333333333333,0.0,1.0,0.0,1
1417,22,87,2,0,0,1,0,29,3,6,0,100,61,1,2,2,Female,Yes,No,Yes,No,High,Medium,Medium,Pass,Visual,0.6750000000000003,1.0,0.35,0.0,1.0,0.0,1
1418,22,87,2,0,0,1,0,27,2,15,1,53,45,1,2,3,Female,Yes,No,Yes,Yes,High,Medium,Medium,Fail,ReadWrite,0.6750000000000003,0.06,0.0833333333333333,0.0,1.0,1.0,2
1419,22,87,2,0,0,1,0,27,3,1,1,83,83,0,1,1,Female,Yes,No,No,Yes,High,Low,Medium,Merit,Visual,0.6750000000000003,0.6600000000000001,0.7166666666666667,0.0,0.5,1.0,0
1420,22,87,2,0,0,1,0,22,2,18,1,89,86,1,1,0,Female,Yes,No,Yes,Yes,High,Low,Medium,Distinction,ReadWrite,0.6750000000000003,0.78,0.7666666666666667,0.0,0.5,1.0,0
1421,22,87,2,0,0,1,0,26,3,6,1,52,47,0,2,3,Female,Yes,No,No,Yes,High,Medium,Medium,Fail,Visual,0.6750000000000003,0.04,0.1166666666666667,0.0,1.0,1.0,2
1422,22,87,2,1,1,1,0,29,3,6,0,100,61,1,2,2,Female,Yes,Yes,Yes,No,Low,Medium,Medium,Pass,Visual,0.6750000000000003,1.0,0.35,0.5,1.0,0.0,1
1423,22,87,2,1,1,1,0,27,2,15,1,53,45,1,2,3,Female,Yes,Yes,Yes,Yes,Low,Medium,Medium,Fail,ReadWrite,0.6750000000000003,0.06,0.0833333333333333,0.5,1.0,1.0,2
1424,22,87,2,1,1,1,0,27,3,1,1,83,83,0,1,1,Female,Yes,Yes,No,Yes,Low,Low,Medium,Merit,Visual,0.6750000000000003,0.6600000000000001,0.7166666666666667,0.5,0.5,1.0,0
1425,22,87,2,1,1,1,0,22,2,18,1,89,86,1,1,0,Female,Yes,Yes,Yes,Yes,Low,Low,Medium,Distinction,ReadWrite,0.6750000000000003,0.78,0.7666666666666667,0.5,0.5,1.0,0
1426,22,87,2,1,1,1,0,26,3,6,1,52,47,0,2,3,Female,Yes,Yes,No,Yes,Low,Medium,Medium,Fail,Visual,0.6750000000000003,0.04,0.1166666666666667,0.5,1.0,1.0,2
1427,22,87,2,1,1,1,0,29,3,6,0,100,61,1,2,2,Female,Yes,Yes,Yes,No,Low,Medium,Medium,Pass,Visual,0.6750000000000003,1.0,0.35,0.5,1.0,0.0,1
1428,22,87,2,1,1,1,0,27,2,15,1,53,45,1,2,3,Female,Yes,Yes,Yes,Yes,Low,Medium,Medium,Fail,ReadWrite,0.6750000000000003,0.06,0.0833333333333333,0.5,1.0,1.0,2
1429,22,87,2,1,1,1,0,27,3,1,1,83,83,0,1,1,Female,Yes,Yes,No,Yes,Low,Low,Medium,Merit,Visual,0.6750000000000003,0.6600000000000001,0.7166666666666667,0.5,0.5,1.0,0
1430,22,87,2,1,1,1,0,22,2,18,1,89,86,1,1,0,Female,Yes,Yes,Yes,Yes,Low,Low,Medium,Distinction,ReadWrite,0.6750000000000003,0.78,0.7666666666666667,0.5,0.5,1.0,0
1431,22,87,2,1,1,1,0,26,3,6,1,52,47,0,2,3,Female,Yes,Yes,No,Yes,Low,Medium,Medium,Fail,Visual,0.6750000000000003,0.04,0.1166666666666667,0.5,1.0,1.0,2
1432,22,87,2,1,1,0,0,29,3,6,0,100,61,1,2,2,Female,No,Yes,Yes,No,Low,Medium,Medium,Pass,Visual,0.6750000000000003,1.0,0.35,0.5,1.0,0.0,1
1433,22,87,2,1,1,0,0,27,2,15,1,53,45,1,2,3,Female,No,Yes,Yes,Yes,Low,Medium,Medium,Fail,ReadWrite,0.6750000000000003,0.06,0.0833333333333333,0.5,1.0,1.0,2
1434,22,87,2,1,1,0,0,27,3,1,1,83,83,0,1,1,Female,No,Yes,No,Yes,Low,Low,Medium,Merit,Visual,0.6750000000000003,0.6600000000000001,0.7166666666666667,0.5,0.5,1.0,0
1435,22,87,2,1,1,0,0,22,2,18,1,89,86,1,1,0,Female,No,Yes,Yes,Yes,Low,Low,Medium,Distinction,ReadWrite,0.6750000000000003,0.78,0.7666666666666667,0.5,0.5,1.0,0
1436,22,87,2,1,1,0,0,26,3,6,1,52,47,0,2,3,Female,No,Yes,No,Yes,Low,Medium,Medium,Fail,Visual,0.6750000000000003,0.04,0.1166666666666667,0.5,1.0,1.0,2
1437,16,92,2,1,0,1,1,29,1,16,1,67,66,1,2,2,Male,Yes,Yes,Yes,Yes,High,Medium,Medium,Pass,Kinesthetic,0.8000000000000003,0.3400000000000001,0.4333333333333334,0.0,1.0,1.0,2
1438,16,92,2,1,0,1,1,24,1,3,1,74,61,1,2,2,Male,Yes,Yes,Yes,Yes,High,Medium,Medium,Pass,Kinesthetic,0.8000000000000003,0.48,0.35,0.0,1.0,1.0,2
1439,16,92,2,1,0,1,1,25,1,10,0,84,56,0,2,2,Male,Yes,Yes,No,No,High,Medium,Medium,Pass,Kinesthetic,0.8000000000000003,0.6799999999999999,0.2666666666666667,0.0,1.0,0.0,1
1440,16,92,1,1,2,1,1,29,1,16,1,67,66,1,2,2,Male,Yes,Yes,Yes,Yes,Medium,Medium,Low,Pass,Kinesthetic,0.8000000000000003,0.3400000000000001,0.4333333333333334,1.0,1.0,1.0,2
1441,16,92,1,1,2,1,1,24,1,3,1,74,61,1,2,2,Male,Yes,Yes,Yes,Yes,Medium,Medium,Low,Pass,Kinesthetic,0.8000000000000003,0.48,0.35,1.0,1.0,1.0,2
1442,16,92,1,1,2,1,1,25,1,10,0,84,56,0,2,2,Male,Yes,Yes,No,No,Medium,Medium,Low,Pass,Kinesthetic,0.8000000000000003,0.6799999999999999,0.2666666666666667,1.0,1.0,0.0,1
1443,16,92,2,1,1,1,1,29,1,16,1,67,66,1,2,2,Male,Yes,Yes,Yes,Yes,Low,Medium,Medium,Pass,Kinesthetic,0.8000000000000003,0.3400000000000001,0.4333333333333334,0.5,1.0,1.0,2
1444,16,92,2,1,1,1,1,24,1,3,1,74,61,1,2,2,Male,Yes,Yes,Yes,Yes,Low,Medium,Medium,Pass,Kinesthetic,0.8000000000000003,0.48,0.35,0.5,1.0,1.0,2
1445,16,92,2,1,1,1,1,25,1,10,0,84,56,0,2,2,Male,Yes,Yes,No,No,Low,Medium,Medium,Pass,Kinesthetic,0.8000000000000003,0.6799999999999999,0.2666666666666667,0.5,1.0,0.0,1
1446,16,92,1,1,2,0,1,29,1,16,1,67,66,1,2,2,Male,No,Yes,Yes,Yes,Medium,Medium,Low,Pass,Kinesthetic,0.8000000000000003,0.3400000000000001,0.4333333333333334,1.0,1.0,1.0,2
1447,16,92,1,1,2,0,1,24,1,3,1,74,61,1,2,2,Male,No,Yes,Yes,Yes,Medium,Medium,Low,Pass,Kinesthetic,0.8000000000000003,0.48,0.35,1.0,1.0,1.0,2
1448,16,92,1,1,2,0,1,25,1,10,0,84,56,0,2,2,Male,No,Yes,No,No,Medium,Medium,Low,Pass,Kinesthetic,0.8000000000000003,0.6799999999999999,0.2666666666666667,1.0,1.0,0.0,1
1449,16,92,2,1,1,1,1,29,1,16,1,67,66,1,2,2,Male,Yes,Yes,Yes,Yes,Low,Medium,Medium,Pass,Kinesthetic,0.8000000000000003,0.3400000000000001,0.4333333333333334,0.5,1.0,1.0,2
1450,16,92,2,1,1,1,1,24,1,3,1,74,61,1,2,2,Male,Yes,Yes,Yes,Yes,Low,Medium,Medium,Pass,Kinesthetic,0.8000000000000003,0.48,0.35,0.5,1.0,1.0,2
1451,16,92,2,1,1,1,1,25,1,10,0,84,56,0,2,2,Male,Yes,Yes,No,No,Low,Medium,Medium,Pass,Kinesthetic,0.8000000000000003,0.6799999999999999,0.2666666666666667,0.5,1.0,0.0,1
1452,21,86,1,1,1,1,0,28,3,3,0,85,69,1,2,2,Female,Yes,Yes,Yes,No,Low,Medium,Low,Pass,Visual,0.6499999999999999,0.7,0.4833333333333333,0.5,1.0,0.0,1
1453,21,86,0,0,1,1,0,28,3,3,0,85,69,1,2,2,Female,Yes,No,Yes,No,Low,Medium,High,Pass,Visual,0.6499999999999999,0.7,0.4833333333333333,0.5,1.0,0.0,1
1454,22,76,1,1,1,1,0,19,3,0,1,50,44,1,2,3,Female,Yes,Yes,Yes,Yes,Low,Medium,Low,Fail,Visual,0.4000000000000001,0.0,0.0666666666666666,0.5,1.0,1.0,2
1455,22,76,0,0,1,1,0,19,3,0,1,50,44,1,2,3,Female,Yes,No,Yes,Yes,Low,Medium,High,Fail,Visual,0.4000000000000001,0.0,0.0666666666666666,0.5,1.0,1.0,2
