persona_id,zenodo_row_idx,kaggle_row_idx,bridge_distance,zenodo_cluster_id,kaggle_cluster_id,persona_archetype_label,age,gender,learning_style,internet_access,extracurricular,uses_edutech,resources_availability,study_hours_per_week,online_courses_enrolled,attendance_pct,assignment_completion_pct,exam_score_harmonized,final_grade,risk_level,avg_response_time_hours,assignment_score,login_frequency,video_watch_time_min,discussion_posts,peer_interaction_count,task_completion_rate,engagement_level,motivation_level,motivation_index,stress_level_label,stress_score,anxiety_score,resilience_score,post_intervention_mood,dominant_emotion,intervention_type
P0300,9616,299,0.367385,0,4,Routine Complier,25,Male,Visual,Yes,Yes,No,Low,25,1,51.49,47.82,97.52,Distinction,low,20.74780246059746,83.86503431678298,40,85.01961590239331,1,1,0.6048,2,High,2.0,Low,2.0,1.0,5.0,4.0,Happy,CBT_Session
P0301,12586,300,0.26141,0,2,Resilient Climber,24,Female,Kinesthetic,No,Yes,Yes,Medium,18,20,66.12,38.84,77.47,Merit,medium,23.1428494288062,85.1314788218958,20,66.00853073031499,15,3,0.5772,1,Medium,5.0,High,2.0,5.0,5.0,1.0,Normal,CBT_Session
P0302,13340,301,0.2602,2,0,Resilient Climber,18,Male,Kinesthetic,Yes,Yes,Yes,Low,11,9,59.35,63.54,87.88,Distinction,medium,15.451983703637222,97.7990029413036,35,34.38848509571555,19,20,0.7685,4,Medium,5.0,Medium,4.0,1.0,1.0,3.0,Scared,Mindfulness
P0303,9018,302,0.255473,0,1,Disengaged Drifter,24,Male,Auditory,No,Yes,Yes,Low,29,4,84.16,91.7,44.57,Fail,medium,5.2343304373020105,76.56699766183046,48,104.66573718595497,11,38,0.9243,4,Low,2.0,Low,3.0,1.0,1.0,5.0,Bored,Mindfulness
P0304,5971,303,0.262764,2,1,Disengaged Drifter,22,Male,Visual,Yes,No,Yes,Low,24,7,7.35,28.33,53.02,Pass,medium,3.4299579453254063,69.98597754872138,25,172.35485056956054,5,33,0.5142,2,High,1.0,Medium,4.0,2.0,3.0,1.0,Scared,Mindfulness
P0305,10571,304,0.270348,1,3,Resilient Climber,27,Male,Kinesthetic,Yes,No,Yes,Medium,8,19,64.55,57.66,85.32,Distinction,medium,19.69557234534543,97.6851813245854,35,43.59471846627472,0,29,0.6863,1,Low,4.0,Low,3.0,5.0,5.0,3.0,Sad,Mindfulness
P0306,9605,305,0.266594,0,2,Flourishing Achiever,20,Male,Kinesthetic,Yes,Yes,Yes,Medium,28,11,52.96,82.56,43.16,Fail,low,14.311398956279984,82.10551175127605,25,119.24165497617165,3,5,0.8526,2,Medium,5.0,Low,2.0,1.0,1.0,1.0,Sad,Mindfulness
P0307,11931,306,0.251271,2,1,Disengaged Drifter,19,Female,Kinesthetic,No,Yes,Yes,Medium,29,4,38.96,41.86,89.58,Distinction,medium,15.220555483315556,64.90751781382778,29,12.63099734929024,16,16,0.5914,3,High,1.0,Medium,4.0,3.0,5.0,2.0,Sad,CBT_Session
P0308,5005,307,0.257721,2,1,Crisis Learner,23,Female,Kinesthetic,Yes,No,Yes,Low,10,17,35.76,14.42,41.42,Fail,high,18.97362804135831,56.32321227017856,18,247.41703194495412,12,38,0.4177,2,High,2.0,Medium,5.0,4.0,1.0,4.0,Normal,Peer_Support
P0309,1624,308,0.070042,0,4,Disengaged Drifter,23,Female,Visual,Yes,No,Yes,High,20,18,63.55,48.8,77.77,Merit,medium,17.175376237846386,92.12772507325906,46,47.25012824702549,17,24,0.6325,3,High,1.0,Low,3.0,5.0,2.0,2.0,Surprised,Mindfulness
P0310,12853,309,0.359234,0,4,Routine Complier,21,Male,Visual,Yes,No,Yes,Medium,32,15,92.07,6.76,61.98,Pass,low,20.192539815690225,68.10908013970757,18,92.16945499701866,4,4,0.3387,4,Low,2.0,High,2.0,2.0,3.0,2.0,Happy,Mindfulness
P0311,13065,310,0.256906,0,2,Resilient Climber,22,Female,Visual,Yes,Yes,Yes,Medium,30,14,52.32,93.23,76.9,Merit,medium,2.292919825577205,83.02348606822156,2,15.344038434083066,2,4,0.9597,3,Low,4.0,High,1.0,5.0,1.0,5.0,Normal,Mindfulness
P0312,5167,311,0.03477,0,4,Disengaged Drifter,25,Female,Kinesthetic,Yes,No,Yes,Low,17,1,82.5,6.74,80.94,Merit,medium,18.19297464516961,73.54082096829491,35,135.34982732882855,10,19,0.3524,1,High,1.0,Low,3.0,2.0,4.0,3.0,Bored,Gamified_Task
P0313,482,312,0.252851,0,2,Resilient Climber,19,Female,ReadWrite,Yes,No,No,High,24,10,41.36,42.97,61.3,Pass,medium,20.569613418408196,59.94648898975191,16,253.63523579495345,12,15,0.6069,1,Low,4.0,Low,3.0,4.0,1.0,4.0,Bored,CBT_Session
P0314,13964,313,0.063674,2,1,Disengaged Drifter,23,Female,Kinesthetic,Yes,No,Yes,Low,8,2,11.36,52.55,48.25,Fail,medium,7.58110597654123,80.08433043102326,41,123.723851319107,3,40,0.6709,1,High,1.0,Medium,5.0,3.0,2.0,2.0,Sad,CBT_Session
P0315,2776,314,0.256066,0,1,Disengaged Drifter,23,Female,Visual,Yes,No,No,Low,22,20,6.82,98.38,42.59,Fail,medium,15.730287301844816,53.03415344753411,36,62.054223792911685,13,36,0.9897,1,High,2.0,Low,3.0,1.0,4.0,4.0,Happy,Peer_Support
P0316,10535,315,0.259748,0,4,Disengaged Drifter,28,Female,Kinesthetic,Yes,Yes,Yes,Medium,9,0,5.06,13.31,74.72,Merit,medium,8.225727468250358,70.66712299355962,33,228.57266187465055,10,39,0.4162,5,High,2.0,Low,3.0,5.0,4.0,3.0,Sad,Gamified_Task
P0317,4667,316,0.041031,2,1,Disengaged Drifter,23,Male,Kinesthetic,Yes,Yes,Yes,Low,25,5,36.51,12.73,71.67,Merit,medium,23.033334529096443,77.33074698318356,4,238.75402474251584,9,8,0.3801,3,High,1.0,Medium,5.0,2.0,1.0,1.0,Bored,Gamified_Task
P0318,1691,317,0.263782,2,1,Crisis Learner,19,Male,Visual,Yes,No,Yes,Medium,24,16,36.86,3.43,85.33,Distinction,high,1.7687421660165863,71.80234870592895,33,60.38850783919437,18,4,0.3061,1,High,2.0,Medium,5.0,4.0,2.0,2.0,Bored,Gamified_Task
P0319,4605,318,0.254132,0,0,Steady Performer,29,Female,Kinesthetic,Yes,Yes,Yes,Medium,17,9,70.91,14.79,71.84,Merit,medium,14.335235408157963,87.43360876254954,14,233.54769147688705,17,41,0.4089,2,Low,3.0,Low,4.0,1.0,4.0,3.0,Surprised,Peer_Support
P0320,7524,319,0.26131,0,4,Steady Performer,22,Female,ReadWrite,Yes,No,Yes,Medium,23,13,70.91,22.38,65.71,Pass,medium,4.829581582138847,91.39624772726565,21,284.716387594338,5,1,0.4451,2,Low,3.0,Low,2.0,4.0,3.0,4.0,Surprised,Peer_Support
P0321,8925,320,0.363662,0,2,Resilient Climber,26,Male,Visual,Yes,Yes,Yes,Low,29,15,5.03,60.6,65.98,Pass,medium,17.38106471907465,88.5621537016589,48,58.249500210358974,14,8,0.7414,5,Low,4.0,High,2.0,3.0,3.0,3.0,Surprised,Peer_Support
P0322,8273,321,0.250978,2,1,Steady Performer,18,Female,Kinesthetic,Yes,Yes,Yes,Medium,20,13,21.05,22.0,41.79,Fail,medium,5.045476518629228,51.94064739059011,20,233.5854448343193,9,42,0.4538,3,Low,3.0,Medium,4.0,1.0,5.0,1.0,Sad,Gamified_Task
P0323,2431,322,0.274282,0,4,Steady Performer,28,Female,Auditory,Yes,Yes,No,Medium,18,20,32.46,3.02,61.6,Pass,low,6.413815023662224,59.70643852229861,8,215.48588133476252,4,35,0.3144,3,Low,3.0,Low,2.0,1.0,5.0,3.0,Scared,CBT_Session
P0324,12732,323,0.073959,0,0,Resilient Climber,18,Female,Kinesthetic,Yes,No,Yes,Low,21,7,56.14,85.43,97.37,Distinction,medium,12.370528654052436,76.83037546318872,7,147.33642764617568,4,21,0.8786,3,Medium,5.0,Low,3.0,1.0,2.0,4.0,Happy,Gamified_Task
P0325,7059,324,0.260453,2,0,Resilient Climber,21,Male,Auditory,Yes,No,Yes,Low,30,20,15.97,38.32,94.29,Distinction,medium,22.041203849928195,96.74110202219006,3,26.796933562051503,9,21,0.5559,5,Medium,5.0,Medium,4.0,2.0,4.0,2.0,Surprised,Peer_Support
P0326,2140,325,0.253056,0,0,Resilient Climber,23,Female,ReadWrite,Yes,No,No,Medium,10,13,11.69,34.72,59.41,Pass,medium,5.869430559403329,91.74783875260584,17,31.661381149777664,4,21,0.5476,3,Medium,5.0,Low,4.0,1.0,3.0,2.0,Normal,Gamified_Task
P0327,10014,326,0.251387,0,2,Resilient Climber,24,Female,Kinesthetic,Yes,No,Yes,Medium,10,16,93.46,31.15,75.19,Merit,medium,4.317520485716381,92.12672541759008,33,257.2002511676078,2,33,0.5117,3,Medium,5.0,High,2.0,4.0,3.0,5.0,Surprised,Mindfulness
P0328,8748,327,0.255812,0,4,Routine Complier,24,Female,Kinesthetic,Yes,No,Yes,Low,26,8,81.48,95.88,90.0,Distinction,low,18.456467132642704,65.16040968798374,48,297.14302809768765,5,28,0.9828,1,High,2.0,High,1.0,2.0,2.0,4.0,Sad,Gamified_Task
P0329,1910,328,0.36081,0,2,Flourishing Achiever,23,Female,Kinesthetic,No,Yes,No,High,13,16,20.28,14.52,65.78,Pass,low,12.514249243680412,71.47239485393513,12,206.0551545841588,3,37,0.4191,3,Medium,4.0,Low,2.0,1.0,4.0,5.0,Happy,Gamified_Task
P0330,12631,329,0.254254,0,2,Resilient Climber,19,Female,Auditory,Yes,Yes,Yes,Medium,10,5,41.58,92.02,41.54,Fail,medium,21.97105758478074,73.53529736579688,22,139.32790903299323,17,45,0.9288,1,Medium,4.0,High,1.0,4.0,2.0,5.0,Surprised,CBT_Session
P0331,9168,330,0.260415,0,1,Steady Performer,25,Male,Visual,Yes,No,Yes,High,19,3,32.78,78.93,45.74,Fail,high,4.3721348146763725,57.86857916749552,22,197.7963565865532,8,32,0.8438,1,Low,3.0,Low,4.0,4.0,1.0,1.0,Happy,CBT_Session
P0332,12246,331,0.251916,0,2,Resilient Climber,27,Female,Auditory,Yes,No,Yes,Low,27,6,78.32,8.82,70.36,Merit,medium,15.856341539529904,51.553406512222814,46,182.37479917627817,16,17,0.3535,3,Low,4.0,High,1.0,5.0,3.0,4.0,Normal,CBT_Session
P0333,7477,332,0.090939,0,0,Steady Performer,21,Male,Visual,Yes,No,No,Low,27,17,51.77,94.45,98.67,Distinction,medium,6.356220361491746,97.34514497302584,30,121.24755551763032,12,6,0.9907,2,Low,3.0,Low,3.0,4.0,2.0,2.0,Bored,Mindfulness
P0334,1178,333,0.253052,2,0,Resilient Climber,21,Male,Kinesthetic,Yes,No,No,High,14,13,13.89,25.59,81.86,Merit,medium,4.6054898589877045,62.03562928317534,38,29.031581926463755,14,0,0.49,4,Low,4.0,Medium,5.0,3.0,2.0,4.0,Happy,CBT_Session
P0335,3815,334,0.11771,0,4,Routine Complier,22,Male,Kinesthetic,Yes,No,No,High,28,0,68.21,8.93,43.63,Fail,low,16.718876548617224,61.997445186181565,38,248.23875474815787,19,32,0.369,2,High,1.0,High,1.0,1.0,1.0,1.0,Scared,Mindfulness
P0336,2906,335,0.067821,2,1,Disengaged Drifter,19,Female,Auditory,Yes,Yes,No,Low,15,3,39.85,81.56,53.2,Pass,medium,14.654746257900864,54.168952688437976,45,117.83172347923012,16,0,0.8805,3,High,1.0,Medium,5.0,1.0,5.0,4.0,Surprised,Peer_Support
P0337,10053,336,0.261304,0,2,Resilient Climber,21,Male,Kinesthetic,No,Yes,Yes,High,9,15,29.39,70.42,87.71,Distinction,medium,18.361031542333617,96.42538759718892,8,247.44783657355717,12,23,0.7947,3,Low,4.0,Low,3.0,1.0,3.0,4.0,Sad,CBT_Session
P0338,12672,337,0.252327,2,1,Crisis Learner,28,Female,Auditory,Yes,Yes,Yes,High,32,9,38.78,62.93,90.32,Distinction,high,8.117639258262194,78.9868557469886,27,83.22753740963084,15,3,0.7321,2,High,2.0,Medium,5.0,4.0,2.0,5.0,Scared,Gamified_Task
P0339,204,338,0.05355,0,0,Steady Performer,25,Male,ReadWrite,Yes,Yes,No,Medium,11,4,47.39,16.81,77.09,Merit,medium,11.30334809679037,83.3518428562677,27,10.298549155233683,3,3,0.4092,3,Low,3.0,Low,3.0,4.0,3.0,4.0,Scared,Gamified_Task
P0340,13176,339,0.257413,2,0,Resilient Climber,21,Male,Visual,Yes,Yes,Yes,High,24,0,34.66,44.98,78.39,Merit,medium,10.325848555599626,95.57884436315264,34,56.09210215025939,4,17,0.6349,1,Medium,4.0,Medium,5.0,1.0,5.0,5.0,Sad,Mindfulness
P0341,6015,340,0.035385,2,1,Steady Performer,19,Male,Visual,No,No,Yes,Low,25,14,23.34,77.12,42.35,Fail,medium,23.634057671229822,67.28100844503948,21,145.87643086288946,4,26,0.8464,5,Low,3.0,Medium,5.0,2.0,2.0,5.0,Sad,CBT_Session
P0342,1464,341,0.263889,0,2,Flourishing Achiever,28,Male,Kinesthetic,Yes,No,Yes,Low,23,0,38.68,30.21,87.43,Distinction,low,7.721726005005921,81.0753655569042,30,283.84805413777065,8,42,0.5125,3,Medium,5.0,Low,2.0,2.0,1.0,3.0,Sad,Gamified_Task
P0343,3688,342,0.266729,0,2,Resilient Climber,18,Male,ReadWrite,Yes,Yes,Yes,High,17,9,2.2,26.62,87.72,Distinction,medium,7.780796481975639,51.939972736444375,33,39.636149711178504,16,31,0.5182,3,Low,4.0,High,1.0,3.0,3.0,1.0,Scared,Peer_Support
P0344,12061,343,0.269634,2,1,Disengaged Drifter,27,Male,Visual,Yes,Yes,Yes,High,22,1,78.64,5.15,55.79,Pass,medium,9.15460880305797,59.33862641155647,28,257.72083459385414,12,32,0.3022,2,High,2.0,Medium,5.0,5.0,1.0,5.0,Happy,CBT_Session
P0345,12207,344,0.273495,2,0,Resilient Climber,23,Female,ReadWrite,Yes,Yes,Yes,Low,16,4,21.04,17.73,80.32,Merit,medium,13.985663869677396,91.56229025449711,47,162.83698790144,1,27,0.422,1,Medium,5.0,Medium,4.0,3.0,5.0,4.0,Sad,Peer_Support
P0346,6033,345,0.36118,0,2,Flourishing Achiever,25,Male,Auditory,Yes,No,Yes,Low,10,19,2.18,84.87,52.46,Fail,low,6.80342311806614,88.33841781691679,33,249.51702208197003,12,41,0.9128,2,Low,4.0,Low,2.0,1.0,5.0,5.0,Bored,Gamified_Task
P0347,10329,346,0.094644,0,4,Routine Complier,27,Male,Auditory,Yes,Yes,No,Low,22,8,67.7,47.13,44.21,Fail,low,22.0516686287233,67.53213457285734,5,96.52858498709786,18,40,0.6092,2,High,1.0,High,1.0,1.0,3.0,5.0,Scared,CBT_Session
P0348,13157,347,0.360589,0,2,Flourishing Achiever,26,Male,Auditory,Yes,No,Yes,Medium,8,6,76.21,95.33,52.05,Fail,low,7.11076799192406,68.84053138871062,48,253.58467775501688,2,35,0.989,3,Medium,4.0,Low,2.0,1.0,5.0,5.0,Scared,Mindfulness
P0349,2130,348,0.096291,0,4,Disengaged Drifter,26,Female,Kinesthetic,No,Yes,Yes,Low,20,1,84.46,40.83,52.87,Pass,medium,21.603761825884476,76.67772167767897,19,234.1186062048733,9,5,0.577,1,High,1.0,High,1.0,5.0,4.0,2.0,Scared,Gamified_Task
P0350,5385,349,0.060825,0,1,Disengaged Drifter,28,Male,Auditory,Yes,No,Yes,High,27,2,48.43,70.84,58.66,Pass,medium,3.3799264638714472,50.012050234256726,4,76.71556807911584,1,15,0.8006,3,High,1.0,Low,3.0,4.0,3.0,2.0,Normal,Peer_Support
P0351,10275,350,0.255106,2,0,Overwhelmed Striver,18,Male,ReadWrite,Yes,Yes,Yes,Low,16,16,21.51,26.12,64.59,Pass,high,16.100942155192,62.06221680190139,35,48.08718665871964,12,33,0.4973,3,Low,4.0,Medium,5.0,5.0,4.0,2.0,Happy,CBT_Session
P0352,13256,351,0.355388,2,0,Resilient Climber,19,Female,ReadWrite,Yes,Yes,Yes,Low,28,17,74.38,35.23,71.3,Merit,medium,21.86066692407961,60.411590430410726,49,261.7357535343649,18,22,0.5547,3,Low,4.0,Medium,4.0,3.0,5.0,2.0,Happy,Peer_Support
P0353,9505,352,0.255159,0,4,Disengaged Drifter,22,Male,Visual,Yes,Yes,Yes,Low,32,11,67.5,19.55,68.84,Pass,medium,4.881237083159279,62.52414733748817,17,289.33862949763824,16,49,0.4335,3,High,1.0,Low,2.0,4.0,3.0,3.0,Sad,Peer_Support
P0354,12611,353,0.251477,0,2,Steady Performer,28,Male,Visual,Yes,No,No,High,12,20,23.56,35.39,56.64,Pass,medium,23.271520082282866,90.29529212667208,44,19.077670986779708,13,41,0.5429,5,Low,3.0,High,2.0,4.0,4.0,5.0,Scared,Mindfulness
P0355,10236,354,0.261103,0,2,Resilient Climber,21,Male,Visual,Yes,Yes,Yes,Low,11,19,88.94,51.42,41.38,Fail,medium,11.416317289556767,63.98369282732216,28,222.0683194223688,11,23,0.6831,4,Medium,5.0,High,2.0,3.0,5.0,3.0,Scared,Mindfulness
P0356,11361,355,0.358708,0,4,Disengaged Drifter,26,Female,Visual,Yes,No,Yes,Medium,24,16,7.71,99.71,77.21,Merit,medium,22.75144749414356,59.57606610250741,30,273.7621081748673,11,48,0.9942,1,High,2.0,Low,2.0,4.0,2.0,4.0,Sad,Gamified_Task
P0357,12851,356,0.262051,2,0,Resilient Climber,23,Male,Auditory,Yes,No,Yes,Medium,32,16,96.66,67.29,65.91,Pass,medium,16.56686100349108,75.21317303965158,29,258.63442670682457,10,12,0.7649,5,Low,4.0,Medium,5.0,2.0,2.0,1.0,Happy,Mindfulness
P0358,4428,357,0.101898,0,2,Resilient Climber,28,Male,ReadWrite,Yes,Yes,Yes,Medium,18,14,86.78,14.98,57.49,Pass,medium,7.936498007091686,93.2822518186366,46,289.7109369583605,6,17,0.4395,4,Medium,5.0,High,1.0,3.0,1.0,3.0,Sad,Mindfulness
P0359,2109,358,0.081665,2,0,Resilient Climber,24,Male,ReadWrite,Yes,Yes,Yes,High,15,11,68.16,4.24,94.59,Distinction,medium,5.330958073093448,62.067485191874994,6,230.42728274704817,3,12,0.3315,4,Medium,5.0,Medium,5.0,3.0,2.0,2.0,Sad,Gamified_Task
P0360,3598,359,0.052549,0,4,Steady Performer,21,Male,Visual,Yes,Yes,Yes,Low,12,6,94.46,12.32,86.47,Distinction,medium,7.985906063177286,53.926812139639935,35,138.26664109046396,18,48,0.3884,4,Low,3.0,Low,3.0,2.0,4.0,2.0,Sad,Gamified_Task
P0361,6277,360,0.031583,1,3,Resilient Climber,23,Female,Auditory,Yes,Yes,Yes,Low,21,14,72.38,57.19,90.81,Distinction,medium,3.1394004130415247,67.82023679248323,41,100.46607724358785,0,36,0.6938,5,Medium,5.0,Medium,5.0,5.0,2.0,4.0,Sad,Gamified_Task
P0362,7917,361,0.256365,2,0,Overwhelmed Striver,28,Female,ReadWrite,Yes,No,No,Low,20,7,18.27,79.35,69.39,Pass,high,4.308963225896584,87.38259122824888,37,103.01539472705696,2,42,0.8356,1,Medium,4.0,Medium,5.0,5.0,3.0,5.0,Sad,Gamified_Task
P0363,10405,362,0.025587,0,2,Resilient Climber,29,Female,ReadWrite,Yes,No,No,Low,28,0,43.36,94.13,48.44,Fail,medium,3.4071901279690664,77.53452723473973,24,220.0825750580939,12,38,0.9583,2,Medium,5.0,Low,3.0,5.0,3.0,1.0,Surprised,Peer_Support
P0364,9249,363,0.258821,2,0,Overwhelmed Striver,25,Female,ReadWrite,Yes,No,Yes,Low,21,9,7.32,4.78,82.45,Merit,high,10.727701506055828,90.83966847871736,29,226.29273348897965,14,41,0.3111,4,Low,4.0,Medium,5.0,4.0,3.0,3.0,Surprised,Peer_Support
P0365,9324,364,0.260646,0,2,Flourishing Achiever,23,Male,Visual,Yes,No,No,Low,14,18,36.99,53.2,54.2,Pass,low,19.298302653924488,97.9796073804617,49,68.10415162912668,1,16,0.6659,2,Low,4.0,High,1.0,2.0,2.0,5.0,Scared,Gamified_Task
P0366,3959,365,0.252033,0,1,Disengaged Drifter,19,Male,Auditory,Yes,No,Yes,Medium,14,15,73.35,47.59,65.78,Pass,medium,4.251821746975825,89.63312383758085,46,261.75561591225403,10,14,0.6296,2,High,1.0,Low,4.0,3.0,2.0,5.0,Scared,Gamified_Task
P0367,11932,366,0.041214,0,2,Steady Performer,18,Female,Auditory,Yes,Yes,No,Medium,29,7,39.32,66.88,42.95,Fail,medium,3.997369962963725,80.19015394218766,31,217.32797165865185,3,17,0.7592,3,Low,3.0,Low,3.0,3.0,1.0,3.0,Surprised,CBT_Session
P0368,4467,367,0.354902,0,4,Disengaged Drifter,24,Female,Visual,Yes,Yes,Yes,High,18,19,32.76,55.04,90.33,Distinction,medium,15.798865838898609,74.66707940261902,35,173.19758303958096,18,22,0.6917,2,Low,2.0,High,2.0,3.0,5.0,3.0,Happy,CBT_Session
P0369,2615,368,0.097491,0,4,Disengaged Drifter,18,Male,Visual,Yes,Yes,Yes,Low,25,2,59.78,64.43,48.79,Fail,medium,5.535208585265524,52.003454317413336,33,146.7444134297287,16,29,0.7809,3,High,1.0,High,1.0,4.0,1.0,3.0,Normal,CBT_Session
P0370,349,369,0.354988,2,1,Disengaged Drifter,21,Male,Auditory,Yes,Yes,Yes,Medium,18,0,86.13,65.98,93.67,Distinction,medium,3.245030876506807,99.21609894070208,21,167.53751367908785,2,33,0.7607,1,High,2.0,Medium,4.0,4.0,4.0,3.0,Happy,Mindfulness
P0371,12435,370,0.251142,0,2,Resilient Climber,27,Male,Visual,Yes,Yes,Yes,Low,31,1,4.87,10.86,92.5,Distinction,medium,4.837517298728286,69.17405612875213,32,56.181264100986695,17,3,0.3819,1,Medium,4.0,High,1.0,5.0,3.0,2.0,Scared,Peer_Support
P0372,12172,371,0.112098,0,4,Disengaged Drifter,24,Female,Auditory,Yes,No,Yes,Low,12,8,40.53,76.08,65.98,Pass,medium,22.24582210516585,57.61141069584334,23,69.07336229011952,7,2,0.8598,3,High,1.0,High,1.0,4.0,2.0,5.0,Surprised,Peer_Support
P0373,7652,372,0.264704,0,2,Resilient Climber,27,Male,Kinesthetic,Yes,No,Yes,Low,26,2,12.91,9.17,84.4,Merit,medium,19.89383881385239,83.33544276982283,33,36.43770221779559,18,6,0.3863,1,Medium,5.0,Low,2.0,5.0,5.0,5.0,Happy,CBT_Session
P0374,1136,373,0.250869,0,0,Resilient Climber,20,Male,ReadWrite,Yes,Yes,Yes,Low,12,12,69.78,71.01,77.14,Merit,medium,9.143484934167164,64.21441445477296,3,54.56083106672268,4,17,0.789,4,Medium,5.0,Low,4.0,5.0,5.0,2.0,Normal,CBT_Session
P0375,6774,374,0.273409,0,4,Disengaged Drifter,23,Male,ReadWrite,Yes,No,Yes,Low,23,4,14.03,39.85,90.66,Distinction,medium,16.083877648530034,79.28891354655238,18,141.57115403553198,6,41,0.5913,1,High,2.0,High,1.0,3.0,2.0,5.0,Sad,Peer_Support
P0376,12204,375,0.355592,0,2,Resilient Climber,18,Female,Visual,Yes,No,Yes,Low,5,8,68.25,50.75,65.99,Pass,medium,13.357340494364877,79.33839539222956,25,163.80277418119428,7,6,0.6597,3,Low,4.0,Low,2.0,4.0,1.0,3.0,Bored,Mindfulness
P0377,7202,376,0.25433,0,1,Disengaged Drifter,24,Female,Kinesthetic,Yes,No,Yes,Medium,23,5,30.56,91.27,86.65,Distinction,medium,16.57385806009897,72.28649104514346,42,15.17994881871262,4,39,0.9323,4,High,2.0,Low,3.0,5.0,5.0,1.0,Surprised,CBT_Session
P0378,10579,377,0.255223,0,2,Steady Performer,29,Male,Kinesthetic,Yes,Yes,Yes,Low,13,10,17.44,89.6,67.41,Pass,low,16.701436506643464,91.80593077725212,31,241.071370080568,16,5,0.9229,2,Low,3.0,Low,2.0,2.0,1.0,5.0,Surprised,Gamified_Task
P0379,1855,378,0.096492,2,0,Resilient Climber,24,Male,Visual,Yes,Yes,Yes,Low,21,11,90.59,78.99,95.31,Distinction,medium,15.460882346379837,63.24835307777215,3,95.3087122696086,4,21,0.8725,2,Medium,5.0,Medium,5.0,2.0,2.0,1.0,Normal,CBT_Session
P0380,2166,379,0.252621,0,4,Disengaged Drifter,25,Male,Visual,Yes,No,Yes,Low,16,7,2.16,52.56,68.63,Pass,medium,7.120331476358098,72.4316295808867,40,274.4324501383742,3,0,0.6571,2,High,1.0,Low,2.0,4.0,1.0,1.0,Sad,Peer_Support
P0381,7838,380,0.258737,0,4,Disengaged Drifter,20,Female,Kinesthetic,Yes,Yes,Yes,High,14,13,40.64,74.9,67.92,Pass,medium,1.897147677544817,76.88460642954857,46,290.57826644799553,18,3,0.8154,3,High,1.0,Low,2.0,3.0,3.0,2.0,Sad,Peer_Support
P0382,10448,381,0.252683,0,4,Disengaged Drifter,19,Female,Auditory,Yes,Yes,Yes,Low,20,15,1.07,51.7,88.12,Distinction,medium,11.478035985772502,83.18123603836497,24,63.78307365622976,1,45,0.659,2,High,1.0,Low,2.0,3.0,2.0,4.0,Bored,CBT_Session
P0383,3617,382,0.074262,0,2,Resilient Climber,19,Female,Visual,Yes,Yes,Yes,Low,22,5,49.19,90.58,88.72,Distinction,medium,21.492399347886188,89.19859252527948,32,144.0082143220416,10,48,0.9087,1,Medium,5.0,High,1.0,5.0,2.0,5.0,Sad,CBT_Session
P0384,9866,383,0.355055,0,0,Resilient Climber,21,Female,ReadWrite,Yes,Yes,Yes,Medium,24,12,48.81,41.18,73.68,Merit,medium,14.098436945927244,69.7403641439128,47,10.357232198263508,12,49,0.5819,2,Low,4.0,Low,4.0,4.0,5.0,2.0,Normal,Gamified_Task
P0385,10076,384,0.250505,0,2,Flourishing Achiever,24,Female,Auditory,Yes,No,No,Low,26,15,32.33,97.63,50.41,Fail,low,20.14499395914388,82.3023472048298,22,183.51490688550385,14,42,0.9792,5,Medium,5.0,Low,2.0,2.0,5.0,2.0,Scared,Gamified_Task
P0386,8866,385,0.265103,0,2,Resilient Climber,24,Male,Visual,No,No,Yes,Low,23,17,12.85,91.73,70.57,Merit,medium,23.807359888108248,57.530547653425955,23,186.11886999617465,11,28,0.9526,5,Medium,5.0,High,2.0,5.0,5.0,1.0,Sad,Mindfulness
P0387,5300,386,0.024199,2,1,Crisis Learner,20,Female,Visual,Yes,No,Yes,Low,18,2,38.82,74.17,98.13,Distinction,high,4.763172695180354,96.63240502712392,2,81.7865871249788,10,20,0.8191,2,High,1.0,Medium,5.0,5.0,3.0,5.0,Scared,Mindfulness
P0388,8814,387,0.052784,2,0,Resilient Climber,29,Female,Visual,Yes,No,No,Low,22,14,64.88,27.0,85.66,Distinction,medium,16.910885700265595,69.15294032105018,27,171.9396750491274,6,25,0.4956,2,Medium,5.0,Medium,5.0,1.0,3.0,2.0,Scared,Gamified_Task
P0389,13785,388,0.087543,0,4,Disengaged Drifter,24,Male,Auditory,Yes,Yes,No,Low,35,10,77.89,12.59,91.41,Distinction,medium,16.508752195100566,86.47607109882192,42,75.40664130868328,4,13,0.3922,5,High,1.0,Low,3.0,4.0,4.0,3.0,Normal,Mindfulness
P0390,9607,389,0.255131,0,2,Resilient Climber,20,Male,Kinesthetic,Yes,No,Yes,Medium,28,11,52.8,85.84,43.49,Fail,medium,23.538975289240405,51.017054094108886,2,56.63938603267512,16,8,0.8983,2,Low,4.0,Low,3.0,5.0,2.0,2.0,Surprised,Mindfulness
P0391,11329,390,0.074257,2,0,Steady Performer,23,Female,Auditory,Yes,No,Yes,Low,23,17,57.0,19.28,69.08,Merit,medium,23.66881688091441,60.25935714524035,26,198.94064537265675,19,46,0.4157,4,Low,3.0,Medium,5.0,2.0,5.0,3.0,Surprised,CBT_Session
